image_embedding,reference_embedding
"[2.301251556011421, 1.8976238375698955, -0.7102576745312462, 0.5579240759715273, 1.285857570920932, 2.8263457847772844, -0.9154352614909923, -0.98411511893109]","[0.7735987819912155, 2.887915987052442, 1.1924199405728129, 0.18283508375602753, -1.0224988182905763, 1.0030829459224737, 0.679715909158989, 0.8144105442707164]"
"[1.7196847445216783, 1.4494443580676852, 0.9767711694866673, 1.5648122286716588, -0.37247251047950974, -0.9834112104097411, 1.1894871975532681, -0.13692240960744334]","[0.7105741870648035, 0.5455810713420366, -1.2455459021075297, 0.20192235265545955, 0.002177362328486583, -1.1898807212313651, 0.11696315535431315, 0.344985864864919]"
"[3.913366667903652, 1.1764403316448502, -1.1984008769687302, 0.6488756859514218, 1.4023142850810641, 2.079075158482892, -1.202273026841297, -0.4223462113879476]","[-0.157320711775101, 3.3444336400541586, 0.4300088883654003, 0.14679367701388904, -0.5520388161689543, 1.2551004767781575, 0.1284230584078749, 1.0194609862497968]"
"[-0.682392991940297, -0.09676833693826363, -0.5613589123519924, -0.2537971424870641, 0.08780505151427659, 1.7757565916593088, 0.6600658304348219, -2.076314082423232]","[-1.0291577881171876, -0.3215771067454854, -0.2675109556030702, 0.670558089074993, -1.0868063427306769, -0.9110796069183315, -0.3413083842909436, 0.8878225777868345]"
"[-2.627269189276905, 0.26310674483939445, 0.13486761269566055, 1.3621490751886085, -0.4480053266854816, 0.15406491428158148, -0.7053673118984211, 1.196368189724269]","[-0.9438337258644689, -0.7549836029805612, 0.5171734193133098, 0.20829608097528357, -0.8782334350575349, -0.05076069683505033, -1.6376801838895703, -0.6685549357273386]"
"[2.6774723321530507, 0.23070708429114317, 0.5089828886642376, -1.521340282897809, -0.09730555148087046, -1.113491791549198, -0.47432537344736825, 2.039428323135634]","[-0.30305251603188216, 0.14012157595427963, 0.8832168680093644, 0.18117670504023245, 0.9097864326202041, -1.5472474379097318, 0.7927792490917522, -0.8229195234354583]"
"[0.5538476940824556, -1.391955530816241, -0.15474227773341606, 0.72403650656323, -0.4969883883210354, 0.5612784044283989, 1.097017318493929, -1.7802497574808511]","[0.6614980609250856, -0.5085289521432463, -0.33390287219467996, 0.9999602370846749, -0.9026441781989182, -0.2249229923116883, -1.473878079230076, -0.5999488906253049]"
"[0.8154072543162725, -2.07603298980641, 0.31254207025055947, -0.2935746589167909, 0.007618764891972282, 0.06838414712904803, 0.653791524008769, -1.0316782108446256]","[-2.70328192947116, -0.9764255225876685, 0.6645462401565161, 0.15546027552118835, -0.07885224196741089, 0.41074146808013423, -1.2718183992635765, -0.2099600293132258]"
"[0.5676523256148966, -1.5294716620904552, 0.7472180023593716, -0.029839879505460867, -1.4500346514946492, 2.454645828620603, 0.3050623411436585, -2.052383904827798]","[0.6060624815282237, -0.014987407075579197, -1.5385428964564507, 0.5837784774834562, -0.44750157669954127, -0.48064982405443873, -0.3459994694788125, 0.5498533334929324]"
"[-1.2906764468817091, 0.7306070541164377, 1.7726928051163897, 1.610100771884403, -1.4125463188028935, 0.5039866600721397, 1.4669579706130376, 0.7817830270901119]","[3.1887179852767344, -0.31684678051390774, -0.6909883738824406, 0.4136485057480166, 0.21781033539953557, -0.006590447392919095, -0.4535343567569364, -0.13169629235468483]"
"[-1.5370148343637944, -0.09521064684695524, 1.5169465191864895, 2.1014883330599163, -0.8408340408278785, 1.1667979873893406, 0.9835736811613869, 1.339742990317676]","[0.5671866903637607, -0.6753837511529789, 0.20539828629662527, -1.5644721013720717, 0.2464633343671285, 0.4076740683860226, -0.273231047135557, -0.1389965719874416]"
"[-1.800597256154361, 3.346379767085616, -2.285700346621633, -2.3221835298111184, 1.2321708717674156, 0.27073016196410254, 1.191604168430095, 0.9817368119599386]","[-0.9525629991720159, 0.7952904358849554, 0.583916624695635, -0.7517404933547936, 0.08394976371961077, -0.18390028972498226, 0.5626071115886825, 0.7193073807377537]"
"[-2.6223337126450694, 0.9967755326957094, 1.179139421765074, 0.6181139187526921, -3.500484081280722, -0.07096488894996357, -0.11891128783192477, -0.951625505078313]","[0.6236099190591843, -0.8700643679644733, -0.8718579744988879, -1.0812725845281148, -0.7563180400303355, -0.7051976407327274, 0.6502200264175793, 0.11556963881093459]"
"[-1.7061558828103716, -1.4658407212077869, -1.7844396967298717, -0.02219815689112306, 1.0652152961625039, 1.0098071633068195, 0.35809064009327773, -0.5421451214346743]","[0.0691732152337831, -1.3772675728095343, -0.8050594855571497, 0.9354585380223899, 1.01338704150838, 1.1467565802187383, -0.09404336598549867, 0.0723620661910714]"
"[-1.1095910356037013, 2.4284764452996805, 0.15432985817114808, 0.0554452636009372, -2.1737131666435507, 0.6931710651765309, 0.06893275547074589, -1.3729643058136343]","[0.12747030108555016, -0.511092484200319, -1.3820810369088412, -0.401613249585976, -0.982421351614215, -0.12419299308414046, -0.24425556742917418, -0.4188358532825808]"
"[-1.8922996386393236, -0.9984426366027811, 0.15737544633235648, -1.5254127763054453, -0.56267066137705, 1.294936301635116, -0.06320497578488642, -1.2497872218293467]","[0.9057544920767683, -1.314976030912105, 0.7165454506043641, 1.1993584122819723, -1.6806669803323375, 0.08732730091226876, 0.37771573802496095, -0.017957369630677286]"
"[-0.26605267643173225, 0.9012512902879413, -2.2509159358213937, -0.6343529402845304, 1.5401138116213529, -1.400163076344338, -0.03554047988729401, -1.3446297527337692]","[0.21027270413883958, -0.5675109788764309, 2.1591327753814578, -0.5859412901960941, -0.6265625956907331, -1.0593463387473723, -0.7618162676204618, 1.3717776055367765]"
"[3.816210088481708, -1.3184298813886846, -1.1147889110338738, 0.31250214727241976, -0.041185033174309216, -1.4264406135909289, 1.8526842157481491, 0.4045472342255887]","[-0.12203077180575223, 1.5467569431911643, -0.09281967965731142, 0.31718246131409955, 0.23112182421347374, -0.729606402997056, 0.9488164590755879, 0.4170851644176914]"
"[0.6550598039632575, 2.876374522414939, 0.6957672221730783, 0.2779115287410809, 1.3243432055455842, -1.7555552530567842, -1.4069374905962027, -2.9809653942838366]","[-0.8628176840541646, 0.6635620479820614, -0.5098751906102631, -1.2632784823782632, -0.3029424321126678, -0.741139430074415, -0.3421489866380947, 0.7930380876110246]"
"[-2.1628666050540923, 2.434590277199513, -0.6339149026808287, 0.2842310074948941, -1.2042044723023804, 0.3257093302368212, 1.1795378410122614, 1.0266108953723363]","[0.3616186257235916, 0.9510902944051624, 0.7825528651790776, -0.6571248567214955, 0.038531611313264096, -0.7613885200983492, -1.5739370106279538, -1.918121300634724]"
"[-0.6450788558436638, 1.0399541873302267, 1.8167994130280394, 2.283622948561661, 0.6209392761151992, -0.8587726348242181, 0.3600923663947758, 0.3757813733247023]","[2.0392860076965404, 0.6185834598444249, -0.1987777403718936, -0.9803661507169149, 0.8480505320598581, 0.5598509083516638, -1.342860478375074, -0.8649849387384579]"
"[0.7885265462135934, 1.9497666392448099, 1.328604177523984, -0.6869237406665233, -1.618357940687074, -1.4004200864487966, 0.4860054644591362, 1.7119712588628269]","[0.1443055480367723, 0.8082473302242147, 1.2254175424472418, -1.1857876153690012, 0.14646166804212868, -0.47486911693613404, -1.137191100484208, -1.9018341051111456]"
"[-0.36340892873841396, 1.17607362497441, 2.1444365506167453, -2.081137848345825, 0.3335007979496569, 0.9994262864215258, 0.37290557315278705, 0.2426270198918041]","[0.8501737387324756, -0.5340773041552584, -0.16897292716726764, -0.08405529781987127, -0.45935650529328453, 0.15925170891173585, 0.751101202949562, -0.016066116661526422]"
"[-0.8930569048105452, 0.030230466892242677, 0.23287704358942965, -1.4411743198028155, 0.5743784164747789, 0.8932005899824874, 2.4990568405715683, 0.21679177234073285]","[1.0600714704687406, -1.320801308129789, 0.6505158451409322, -0.07835489274327395, -0.138866104893036, 0.4109914525487895, 0.2375539404910832, 0.7143548986342799]"
"[3.79636153722684, 0.2875332874163989, -0.017353016738555774, 0.9551861470652525, 0.5035234509360136, 3.308414958730739, -0.974816792260066, 0.6995031533882534]","[-0.29815658941278333, 1.2542621564650362, -0.17640723937548244, 0.23420002871621054, -0.6147028912520357, 0.6470601584129839, -0.9670096459170973, 0.0342311251395827]"
"[2.676377275891298, 0.6142925637279021, -0.8022885725751354, 0.4461664101135417, 1.3240443395098331, 2.9115015788699283, -1.0353892712910426, 0.040692076382746176]","[0.5717159940612132, 2.8691142839169146, 1.515835653259125, 0.044073993848074366, -1.1558461082175986, 1.4169216456087024, 0.5270111136668278, 0.7018569734559589]"
"[0.7714401040874741, -0.46372653591565843, 1.3403437326353316, 1.4857785895104174, 0.13596562336454265, 0.006631626379866897, 1.5591839245560049, -0.6512640234502474]","[0.1358350174164528, 0.39584558931909897, -1.3312625308402033, -0.18999543995767332, -0.06825525755075426, 0.819784055654917, -0.2903203478036557, 0.46258157206562595]"
"[-0.9701236381613365, 2.0456343429474075, -1.3275238173004336, -1.448001875300707, 0.6176917381204867, 1.1836056360156963, 0.8988320786638359, -1.8330320601692924]","[-1.3418460379245982, 0.6650774016144623, -0.0008626473774597605, -1.0255891220106268, -0.8837042266672106, 0.49575328082108505, -0.38021772912172463, 0.5643283258502727]"
"[0.31260420710228687, -2.9252448688569554, 1.2000526720664528, -1.2777844475401856, -0.32950525560273525, 1.559227139009639, -0.7098085112210979, -1.739443333682843]","[0.10214552221325958, -1.213196781204808, 1.7650599856917837, 1.0331185607933688, -1.706542247177262, -0.6549708200465236, -0.27940187617057194, -0.06089770360958828]"
"[-1.9221436418046138, -1.6998766824116163, -1.3892045327006937, 1.4019819989813036, 0.4872565344295359, 0.05649378274248843, -1.049861972437446, 0.4813438385223899]","[-0.26328597661370445, 0.8466562655927483, -0.48580693754616855, 0.22818599556255703, -0.5235079068251819, 0.8257201099005471, -0.4849041544673912, -0.03143960446621654]"
"[2.722335675338295, -0.9267583452727846, 0.8310214180369102, 1.1000491918977355, -1.1380631702937092, -0.8100005282650471, 2.555256535460998, 1.6606479033565027]","[-0.11635798753576752, 0.9509811648281971, -1.155594645426404, 0.7504203509485816, 0.3561490109395178, -0.6658860893657125, -0.23962936320101688, -0.8089965677472429]"
"[0.48071557918169844, 0.02398428153414416, -0.23744737790858417, 2.1028843452666, 1.7725707940100646, -0.26174482039635405, 2.8322600696191613, -0.26800152733694904]","[-0.5181947653550916, 0.7873745173248219, -1.2602231729427558, -0.6605641650332699, -0.05901572771066496, -0.029689237843221902, -0.07346485014581962, 0.08876457960416562]"
"[-0.17455316728137732, 0.7395647015003932, 0.9743751894724884, 0.8061563790436989, 1.5695748085438705, -0.5219295301057391, -0.5781826560040871, 0.6805758527696701]","[0.9542935620007593, -0.024788743873773576, 0.49112184785442703, -0.4742423115650267, 0.9471963970375111, -0.00220176144384938, -0.8062583027659344, 0.6589680251521581]"
"[-1.4741869273519115, -2.395776989868769, 0.6843171908245677, -0.5107026975874555, -0.36035871733825553, 1.059367621948307, -0.49432026667192386, -2.086747841013719]","[0.20022617333156142, -1.1941350292864552, -1.2782922210172365, 1.024754782163315, -0.8220556115562939, 0.33326613206517736, -0.8828915219340212, 0.5243480845152054]"
"[-0.1908834885014144, -2.7671796269419393, 1.2105736622975172, -1.3655068519186608, 1.273518312268597, 0.38686860693490216, -1.2581935437634184, -0.8087263603639923]","[0.011828458207371412, -1.6042334242058107, 1.3032969008306916, 1.34652958039175, -0.041906691755368826, 0.5452900604432533, 0.7749043879381652, -0.6705913558582378]"
"[-2.996289526510689, -0.4397172604991315, -1.8942606382999663, -1.0054372940614473, 0.15234941657584528, 0.9430814725876988, 1.7028631034217176, -0.7380976996357584]","[0.18184614835480647, -1.1573606318343486, 0.5676892321824133, -0.0038034766080836716, -1.4021449653035496, 0.06902808523875517, 0.8389459685961607, 0.14976290596274802]"
"[-1.999003286805327, -1.6434220075891277, -1.6952660324422304, 1.1180809624207788, 0.7861945521832446, -0.08198640757897875, -0.4310942512536698, 0.8067414739749931]","[0.6579269580296762, -0.1735336878460051, -0.7271288217589602, -0.7296543283085581, 1.0113894709281115, 1.2935765132466144, 1.2386769288195385, -0.694296291891337]"
"[2.9398511840581847, 0.44223418552333604, 2.451537075354063, 0.6771719356053867, 0.6839587227861582, -1.577714165644692, 1.4353446727406682, 0.9141504812941493]","[0.7674855689618613, 1.116404218519829, -0.47856785047255984, 0.0875137888779967, 0.2575985436974267, -0.6815774303899248, -1.3934759079171326, -2.405303434903792]"
"[-1.8682759329551428, -0.5108642808613902, 0.2743579433585904, -2.350610039989121, 1.6972445586821867, 0.14511949187968826, -0.9418594692643132, -1.6876384650991174]","[0.8268001420702719, -1.617246928360294, 1.6783789221640195, -0.013916256835315667, 0.3090150572396222, 0.20734969789450167, -1.17944288863196, 1.376228975761705]"
"[2.653093366955244, 1.335409824171242, -0.41220483780846057, 0.7107966829677449, 0.42335610150901365, 0.5506534836023672, -1.1053162083987624, 0.7969737518704029]","[-1.1441137206003364, 1.729712290226622, 0.9647426564352224, -0.6355008482112479, -1.4536360871356229, 1.09905316200422, 0.7634595787562656, 0.8473911797728618]"
"[0.5009524879771989, -0.5688295309204118, -1.3264448822943748, 0.3226878032664016, -0.8721914061039412, -0.2781250933671173, 2.171824342474838, 0.705565021727404]","[1.214195979564617, 0.6864879797579789, -0.838734068386941, 1.5491825408968272, -0.10965520854785002, -1.0011252858974609, -0.12996559028537016, -0.394287778292498]"
"[0.06977073315516893, 0.4981710473471595, 1.2555515585959478, 1.2495716751628632, 1.5867761909645148, -0.8405561873526671, 0.21272880559393922, 0.6572985364069861]","[1.3396868238895634, 0.10662085135323356, 0.7590424843094284, 0.16767417106137275, 0.4266336011228996, -1.1271114505624753, -0.518496868466207, 1.2566526504169804]"
"[1.2001304581882581, -1.1226795344642075, 0.18600481605448668, 0.8398008225678474, 0.9718163109427519, -1.1025720373379844, -0.05382029891688639, -0.48070479625695367]","[-0.4188826143891321, -0.18765829105794524, 0.6170361267754502, 0.11773537449011146, 0.6263463552171358, -0.4921187332602871, 0.18453891398469519, 0.7977881540122962]"
"[3.8175547175436706, -0.7608791071754039, -0.641437642626865, 0.6059483985669446, -1.1713637233722742, -1.0468215979024362, 1.218321295352292, 0.6410108892627479]","[-1.8934162362739224, 1.386216260683789, -0.20416646237316427, 0.17444206161247136, -0.33904473760952686, -1.8637587895086456, -0.5909111041811977, -0.24260089916897448]"
"[2.4977776825525906, 0.5140444242122363, -1.7945059982764646, 0.4111212015947414, -0.6638059093742192, -1.7401326755756616, 0.8590811949466538, -0.9550492633488556]","[1.050647931067735, 1.3913792573985226, -0.8904112569789524, 0.7312153815172471, 0.09022697972545117, -2.1489186408117598, 0.29343841277990057, -0.13330810619390437]"
"[-1.6477274746823842, 2.1453673565329034, -1.8437863451016396, -0.7123983217939736, 1.4073087413486858, -0.15718500966431873, 0.8142175166924784, -0.03665111619943137]","[1.005927496239349, -0.5762764636939115, 0.6310965095568867, -1.3189403014800962, 0.3686416992080805, -0.006497566057725138, -0.9663892236159547, -0.16496999082095443]"
"[-2.037538520055297, -0.774065163203236, -0.5099387152892272, -0.48480287212290823, 0.2321777781616606, 1.3628327037596621, 0.5349556990164476, 0.29466881370317033]","[1.7218463797254422, -1.0814260073266082, 0.2952559344980036, 0.9414174404567314, -0.9853002372741951, 0.8366902903303858, 1.4542347292962488, -0.07191839602398455]"
"[2.7326310082097596, -1.3567079831133686, -0.3147425510402442, -1.113220687043733, -0.8932939808793167, -1.8118384806400323, 0.06975259173633318, -0.4861302720243159]","[2.112780200663804, -0.25827792984935055, 0.23819208079742296, 1.2418262725288394, -0.2860062229952732, -0.4046065378845938, 1.2584041610334715, -0.6008673283932728]"
"[-1.35155433820119, 1.5856591713977903, 1.9789336777132513, 1.8425481601163622, -2.8614790268181265, 0.8140436578249038, 0.9120077192613169, -0.04440284996484584]","[0.5171277200465242, -0.6488318476751623, -1.4522753290589914, 0.050157264374639854, -0.9959612132630314, -0.14985953785835282, -0.5140135014874484, -0.23012535387703167]"
"[1.0750473098595539, -2.4852590187116346, -1.299107116521919, -0.6826151552869605, -0.40056371752976117, -0.6579511434611611, -0.5449467859486395, 0.26716521702651486]","[0.17247498020964458, -0.00112602268021535, 0.48302254448950555, 0.5317876905881754, 0.8054915800583509, -0.8357895304513677, 0.7350045671769839, -0.9817352367780471]"
"[-1.0739634392193538, 1.6719619902033438, -1.2176864788610224, -1.1863377147375804, 2.4086303016152035, -0.5695235261396282, 1.1951513003128855, -0.5417518726853985]","[-0.9162648335194744, -0.010721435511589706, -0.43455372383382507, -0.10659658321523251, 0.47763403628693285, -0.5591320992692689, 0.45180438241887344, 1.0979724037752807]"
"[-0.09777183003695755, 1.0855182099635658, 1.2672896885541365, -1.7226442328390879, 1.2539566145314385, -1.332038167972723, -1.19028843785205, 0.717001284694316]","[0.994210687786599, -0.29564572943867884, 1.8899553553439756, -0.42594614470762954, 1.028166798443067, -0.3484870540111634, -0.3968213651323341, 0.8720759643711833]"
"[0.21918996988243974, 2.1476646653970684, 0.4729311601157952, 1.5892010423746443, 2.7185535340020612, -1.0754642397953538, 2.108936223326412, 0.29434073774749103]","[0.17654106940453596, 0.4892881777348634, 0.17727247846429658, -0.9608995811241386, 0.3569364070468667, -0.1942449842531247, 0.07857595377653674, 1.189740312997659]"
"[-1.3602113451383546, 2.5580434253929782, 0.7605295529428783, 1.2331629186329154, -1.1224399903712183, -0.12331672888346885, -0.11759582687864145, 0.8046440628744015]","[0.6392884801989305, 0.12176230087370164, -0.07926979615426577, -1.3649906522760429, -1.2211937424798378, 0.0005091404881303064, 0.16350323112933274, -0.6816079668833925]"
"[0.7565610984680754, 0.8125548619523362, 0.6850171319891231, 0.07803950895719725, 0.5341557153110864, 2.3537570838678428, -0.20164849882933752, -0.7771280072062027]","[-0.011263654117417045, 0.13377645274204752, 0.8192161479822672, 0.04316232583469693, 0.048835018045404084, 0.4800287929041194, 0.5758397552238187, -0.14870708526351042]"
"[-3.022130633950705, 0.895621451594786, 0.36650719471727844, 1.4912770130213027, 0.543726183913909, 0.42625716095291916, -0.9259936759680447, 1.1116315809120825]","[0.7999732725798048, -0.8079112245912643, -0.20245068532270827, -1.2044852480941728, -0.5902137860626264, 0.02399965866282065, -0.6549592632147299, -0.5324261075904305]"
"[-2.855619928839308, 0.866861284778971, -2.166013854008819, 1.3414063125262667, -0.9927015790799644, 0.8443645491911089, 1.1006287829479078, -0.23448180428017687]","[0.5741647002983561, -0.6924729521525479, 0.030681244217867068, -0.3784149136821932, -1.8585125893902485, 0.3377318215626713, 0.4239915215053571, -1.3305287680140163]"
"[-0.9976753045219945, 0.9923547734266494, 1.010390618032852, 0.15037697839605862, -4.082539908928474, 0.7950412133984566, -0.14883698992309985, -0.6717985040726868]","[0.2432099195720844, -0.3906342732514502, -0.8116008845227889, 0.7422032504679823, 0.21316800028531888, -0.04104885325544237, 0.0971705326695819, -0.47739504780784886]"
"[-0.3497208658552323, -1.0562318685904395, 1.7960415649952342, -1.6501168568010267, -0.754150514009432, 1.2096123947299835, -0.6454191547582425, 1.4427802781305195]","[-1.34165627701827, -1.327179452313456, -0.1531786245533169, 0.7623905958762184, 0.8797561872798141, 1.2322358692463813, 0.40175749702152, 0.5836016600727918]"
"[1.379484037826595, 1.5883793028359792, -2.0793836961884136, -1.1600834204233348, 0.34854456749366347, 3.5459525646284797, -0.9206380851083568, 0.3680664159761191]","[0.8512245470927953, 1.5391205429672066, 1.446573330269427, 0.10953798680611893, -0.6339160647759946, 1.2896197629266557, -0.267487265044206, 0.6748255438430533]"
"[-0.8050011687268825, -1.4745654691617895, -1.4037400468984425, 0.2988414064888333, 1.4042722784722972, -0.8481193006307399, -0.794931679390983, -1.3551416724026049]","[-0.16672500713133842, -0.8308910146348278, 1.3979576819891262, 0.2092345782017736, -0.9994552749484045, -1.1759713644718537, 1.1117092587532815, 0.3378017668060472]"
"[-2.3152149785949274, 1.4963088265985869, 1.886812539161041, 0.7221912826988104, -0.6749220773471449, 0.931172056760674, -0.3334728957973444, 1.8077507382624902]","[1.4504683634531481, -0.6561624146587383, -0.3998093125230865, -1.0422570381689436, -0.6076637608677727, -0.043458543107327184, -0.3963115251082328, -0.40410509582644066]"
"[-1.517066397072417, 1.9231068941481673, 1.4243724795110813, 0.46722907785120593, -3.084740152480793, 0.6743439132004317, 0.5080982452253303, 0.2549080919547475]","[0.5383070518892006, -0.607440152727497, -1.5527462119494353, -0.008300497816494348, -0.8922578413954063, 0.33672626284005625, -0.06231033370589237, -0.5711535266005364]"
"[0.584629016748043, -1.486991526882453, -0.5931724390826243, -0.39997324894520486, -2.1614535988642687, -0.25925876719303437, -0.9546518818274454, -2.153593388072364]","[-0.7245426837163564, -0.8039301180909637, -0.08926429553516353, 1.5006992385317737, 0.7597228765646444, 0.8198984294038891, 0.12322823229887082, 0.29432555511384245]"
"[2.1227038122186883, 1.1365962749428713, -2.2834999864896153, -0.28006734343409595, 0.8056894572300831, 3.4676220046910315, -0.41237708761511227, -0.6402887573680867]","[-0.18692085534821287, 1.2913823839302394, 0.3518551473300046, 0.7695060300167728, -0.8513470858514487, 1.280592806997476, -0.7895968292317712, 0.8950062840894853]"
"[2.73634892129544, 0.0474334776486554, 0.8045428992356878, 0.10686716941197855, -0.3782821911902479, -2.1553777826253686, 1.119485046020001, -1.4019007822645788]","[-1.0982552698567165, 0.32612477135180135, -0.5302033887291351, -0.6000227079776024, 0.9839761719578846, -1.431739138507011, 0.015774631539921008, 0.39301651723404596]"
"[-2.537646870784074, 1.202096883990765, -1.7148011006693311, 1.417461990043248, 0.33508253400525, 0.02575813289928186, -0.4813733284683196, 1.0397352649102993]","[0.76223907117156, -0.07659646053181086, 0.3424578013593097, -1.0613136633946092, 0.43329013178565357, 1.0198369397393146, -1.9055813609669925, -0.9299715391398395]"
"[-0.630369037720087, 2.4029064950806664, 1.1247043226298665, 1.2302465619742562, 0.13300249449986973, -0.00017016691687661667, 1.665552341635652, 0.8782786159890289]","[1.8286890300408394, 1.065616333900253, -0.46835273187383253, -0.007203758638967621, 0.44511141311642954, -0.40771270072205396, -0.7684966886140763, 0.20592426320184423]"
"[-2.7211882162649728, 1.5352597507305958, 0.7881313083455916, 1.647596071072597, -2.806540479717506, 0.4730556052991247, -1.3215036824757307, 0.12545364761496317]","[-0.4133415804955661, -0.4820136713844472, -1.9097981490249067, -1.4402623218750743, -0.7909559353313961, -1.3170099657787921, -0.10289086214414866, 0.13672331494535084]"
"[-2.1543095809442097, -0.2617110716330587, -0.0951841756208905, -2.8856661586091565, 2.7311444254271335, 1.1014183117452787, 1.1429451414285539, 0.34584592110962514]","[2.023428268635216, -1.1084278755216803, 0.2532131252157996, 0.29943010473865295, 1.059682899611882, 0.4210573589431002, -0.5494608542770921, 1.6131933185602227]"
"[3.5160168862051275, 0.172401494665125, 0.6710395292108715, 1.0197498751617502, -1.3440946305314558, -1.8447369831448568, 1.29353072771529, 0.5551499773690928]","[-0.8444278500249652, 1.1676553908771035, 0.2871316636275795, 0.11555510526083204, 0.06683352889960224, -1.9652383139244016, -0.059640595126677284, 0.07397919831557025]"
"[2.126575320729874, 1.1225385354208297, -0.0020610035970623497, -1.1297987695565381, 0.39108337926026054, -1.8669717473680922, -0.12350646005089624, 0.3506293949807484]","[-0.15574067100488678, 0.43042932575606435, 1.6958299772364065, -0.5196505372439053, 0.2168163946529206, -0.6861703830525191, -1.4873650156956906, -1.5533134138064508]"
"[-0.31185391983292887, -1.5856353036331736, -0.23598828037663444, -3.2829097703911043, -1.4099835818872946, 1.0503286721486922, -0.051907742310526514, 0.2321392592078221]","[-1.1372577074306547, -0.5933700984083068, -0.35096505461130684, 1.3048067011386228, 0.19542279879110885, 0.940308180241743, -0.1807325871062256, 0.024069211342256796]"
"[-0.48370347094490324, -1.8291666880610147, -0.8103513292935034, 1.8091490438119808, 0.8337286115525268, -1.2393484273326056, 0.23300626333658606, 0.7099593786125759]","[-1.5428698036756745, -0.8669913949378154, 0.7597341793104626, -1.0414657452335725, 1.2449753474735974, 0.9089961993385317, 0.9424742616120603, 0.387097543044938]"
"[1.1918974498353923, 1.97121048485474, 2.8223878910251368, -0.09182634400555335, 1.0544723984108488, -1.8095470335097918, 0.040243988668069164, -2.108847054254595]","[1.0211254704291957, 0.8657639807301672, 0.7389404193151289, -1.4652542588347293, -0.6248436200086989, -0.27136481779230276, 0.1581400803208127, -0.3662106774487918]"
"[0.26749785232316803, 3.1310594641607827, 1.2182048184475556, -0.07605309447762333, 1.8790105490665063, -1.6027536020552982, -1.329105938114457, -1.9097254408881565]","[1.0995251349365565, 0.8281193934070047, 0.7097247511236884, -1.2205974803365844, -0.7271471126340919, -0.9000612525577691, 0.4386659228904042, 0.15864620060329773]"
"[-0.20297263557747175, -2.414320339571272, 0.8626814017311761, -1.8816983191011132, 0.10387991784675546, 1.7936660863853442, 0.9946414292055178, -0.6288828070740643]","[0.9106612833904658, -1.0996227133910994, -1.0501954123087014, 1.6587439918406992, -1.2856514937123242, 0.06851940027808562, -0.34458953961566663, 0.27101884629232303]"
"[3.5102683902292484, 1.175093554726522, -1.5231947331151, 1.7025961217437844, -0.8300485959332335, 2.0036406214246605, -1.6061648198376768, 0.2978676007378005]","[1.3092351928041202, 3.112600148187866, -0.03472079972201299, 0.39178145466042286, -0.10729470284421111, 1.6192028251546386, -0.3059085738045661, -0.2502738804829753]"
"[-0.6715087669688182, -1.699259795963378, -0.6008483162205412, -0.9912550222577491, -1.036393096366249, -0.6227167020103044, -2.2686435230256023, -0.7542032455800369]","[-2.623575554805217, -1.2775763699438532, 0.10681321068352605, 0.48374291826174604, 0.3785101053636256, 0.6662629248259511, -0.2377481742114726, -0.04796744711265473]"
"[-2.7858900100092234, 0.2237555134579908, -0.22489190455362387, 2.516189519740175, -0.4579569378321728, -0.46728735462605564, -2.6885317728716753, 0.7815586850927191]","[2.6253699659320975, 0.040596507173700745, -0.7854259059946188, -0.894756780275897, 1.381535967597443, 0.7587390715797985, 0.0955616288593839, -0.633797164329665]"
"[-0.40291340140451104, -2.8879778711568718, 2.14899269780507, -1.123514136817627, 0.9469855243988807, 0.8391053792263976, -0.43587906948917, 0.1982372483062129]","[-2.0863941801331625, -1.4963310390810904, 0.8474653197318072, 0.9806506163228781, 0.21904412949016952, 0.11773235529719407, -0.8447085327764808, 0.5545401376246468]"
"[-0.8222607371631685, -0.031004143298655272, -1.142633242471994, 0.6756453406808592, 0.8186987886388652, -1.9435164961650158, -1.619579860649938, 0.19108985287066746]","[-0.8614093038650132, -0.17560465699672945, 1.0441639225401171, -0.9079735212571979, 1.0084627561603547, -0.5681757424756737, 0.6734913766122775, 0.2917264176494083]"
"[-0.2541476549068292, 1.2249442585462949, -2.225946943899538, -0.298708716441674, 0.666105315968508, -0.15595476101275338, 2.862492492347242, 0.9418309476257484]","[-0.10156213102367544, 0.9875572881988895, 0.7604175746659804, -1.0281953594956579, 0.2856040517178961, -0.10422855324209916, -0.3701241145963527, 0.2959004555480248]"
"[2.200202575453965, -1.6119932254277478, 0.2472658273884864, -2.3784659991124246, -0.2956867696952287, -1.0753478646500394, -1.0013456283764657, 0.7750619178714189]","[-0.7220529067731373, -0.24099368685926714, 1.052773623389346, 0.697956768016055, 1.5624260913779526, -0.6522607428591052, 0.20289853017389872, -0.37734376905876643]"
"[-1.152108436751299, 1.5653740586421057, -0.06247174872197522, -0.5197911339102653, -0.28638895087754823, 1.2525809998429318, -0.1925348842477779, -0.50723024578223]","[-1.5100363473300231, -0.49119606941777216, 0.13576103476353182, -0.2424091965665739, -1.2535174568320469, 0.07427355037664797, 0.16200954416393973, -1.5548052689510898]"
