image_embedding,reference_embedding
"[2.4880936389124906, -0.6566562080705605, -0.15198648424140748, -1.4955876659234253]","[-1.1851146193424844, 0.847387502391879, 0.5188882648290536, 0.990296884111091]"
"[0.7637246180284133, 1.5563444364556749, -1.3834294909519531, -1.8865448724977614]","[-0.6429400426255842, -0.8390434059308762, 0.20625054925771716, 1.0667379684900327]"
"[-2.931432914807616, 0.040144074470179744, -2.5085985374926794, -0.3189586669301878]","[1.224834914237479, -0.9515578829828748, -0.7542541798555286, -0.2982334318496135]"
"[1.8070616407753155, -0.8992361787287835, 0.5799796467643837, -2.198366542764277]","[-0.6665103802447607, 0.9007508660556823, 0.6434057894963012, 0.192527859729354]"
"[3.3407700146792574, -0.5241615411434116, -0.47182408419415517, -0.6138238899100388]","[-1.0967633723813144, 1.124766634482377, 0.10345325435327021, 0.8141108559248721]"
"[-3.4029468552577207, -1.155118367063528, -2.1641918995033023, 0.16549271068023172]","[0.6643122233200242, -0.5140172907771948, 0.9100595348702333, -1.7107312311027998]"
"[-0.269059880507861, 1.7230000438863868, 1.7901517444146042, -2.1155514316273782]","[0.4853732988860728, -1.6332724188634988, 1.540295174453555, 0.8074054938023908]"
"[-0.34091209428482755, 1.0847319289696582, 1.4054891476253168, -1.6275607413289297]","[2.3588372601113603, -0.7644976574503723, 0.2953536408831076, 0.7266089292606077]"
"[0.872038239934982, -1.2437644462652895, 1.517135310073648, 0.42405794233648125]","[-0.5769240981007284, 0.4442965204544146, -0.5093018794895842, -0.5289346396629174]"
"[-0.30930486266862095, -1.5352993430501731, 1.5630759056267178, 0.17154971103211045]","[0.2793669304150401, 0.3418211988471803, -1.106332663477068, -1.0444071274192108]"
"[1.0638522009965665, -1.543203352670849, 2.167128499419314, -0.06900037156583919]","[-0.38126870237169186, 0.3513033850564442, -0.9591073588796754, -0.7550953843912411]"
"[1.579433010906475, 0.62454600516142, -1.6306658433359302, 0.917842482727543]","[-0.8471648125150668, 1.049423142989103, -0.2547401901466325, 1.1879242575406022]"
"[1.1462959219233877, -1.9671424569348914, -1.1397555487132691, 0.16906804327639674]","[0.548810942728619, 3.212631117870942, 0.1997871460306756, 0.26679950443527334]"
"[-2.590733424616551, 0.7147119598526721, 0.7111100588793096, -0.2314535636294128]","[1.9263341447323754, -1.316542246224158, 0.17793930459942844, 1.4334751332845719]"
"[0.7146814172324186, 0.10542761242135412, -0.7326439212568475, -0.4853919657766448]","[-1.0059505188400568, -0.3361017626893383, -0.6952394464566132, 0.32589371938850675]"
"[0.3152289093132135, -0.8051495472324267, -0.2702298996516265, -0.2467278839301062]","[-0.14825793456744804, 0.5561687864065218, -0.6631552148395276, 1.000050960313242]"
"[0.11450528725774421, -0.058073235312136456, 1.5582081166778605, 1.5543530783343957]","[0.8215671630539898, 0.12827692173491664, -0.04114053314723839, 0.30650201268232546]"
"[3.8980236927199656, -1.4438695785572453, -1.5320387825122863, 0.759592891237837]","[0.699875875379537, 3.079103268248494, 0.36070965872447375, 0.7360002635409204]"
"[-2.53365389244085, -0.14913548212715164, -1.1586224848934394, 1.6785796794598928]","[0.4920296123959372, 0.0800722883844032, -1.6665183785579358, -1.232887820745757]"
"[-0.655140229144603, -1.5654457386719272, 1.492889891845403, -0.9500259969770619]","[-0.3768728767975036, -0.4972038273758058, -1.1202232587554826, -0.6421224723000926]"
"[3.6652219948375597, -0.38388398862855694, -2.6911257230305026, 0.2856291591424781]","[0.07236059659034992, 1.6890799699816579, -0.3532122699879295, 1.162578452677447]"
"[-1.3557102621771013, -0.009541690861305558, -0.3563171825089955, 0.29333920434206695]","[0.2726242327526696, 0.37223963601380594, -0.19073344789747868, -1.4741729301849211]"
"[3.5776508955298603, -0.26541048994916494, -2.0070985880566403, 0.7073826357148286]","[0.6653276567160358, 2.9860334163877815, 0.512742323284967, 0.8447719774821568]"
"[-0.3568307185933619, -1.1987359256066805, 0.19868337241589865, 0.8889155497082679]","[-0.4803067357462215, 1.340198400054731, -0.5009872796068562, -0.3451799795657578]"
"[0.31092552268986984, -0.4976526155149843, -1.4321305622872267, 1.1416771607335834]","[-0.331333561804593, 0.1035449560760388, -1.1432116849223055, -0.2439400440850289]"
"[3.9267591092319987, -1.727130904427266, -0.011016154032682059, 0.25036535494176015]","[-1.0203922175080764, 3.149351438377146, 0.5914992707991279, -0.15211812264391847]"
"[4.115825208450666, 1.1919513871049792, 0.08264515908295757, -0.7775086621264166]","[-0.8233460788899422, 1.5627801233844105, 0.12928760483638255, 1.2581254436389824]"
"[-1.0378049280109398, 0.34025838311873036, -0.3675438666999587, 2.281542722956213]","[0.429518163481517, 0.2860598920319872, -1.2036288110942452, -0.775026907794714]"
"[-0.12614520841212426, -1.7642449155975504, 0.5852272968357706, -1.6274611182629029]","[0.4651158278965247, -0.28101579461935405, -0.12052753371997496, 0.25245600736876134]"
"[2.1793831880963848, 2.2868456918293587, -1.302664327815194, 1.2168393929463972]","[-0.022748298020683237, 0.5140336545380467, -0.49295094358304764, 1.1402295674726415]"
"[-2.5399215533166775, -1.610003199604082, 2.1973238168949774, 1.2004456568777504]","[1.7149678397325983, -0.7096651446445528, -0.38856326815690323, -1.0849688050866968]"
"[-0.6130618124827599, -0.4566487681925824, -0.666284274424812, 0.6538560969698507]","[0.11645058070456081, -0.4420556195346392, -1.571792013576755, -0.07566831961831083]"
"[-2.1840103375963285, -1.4747456024965846, 0.9847546425134496, 1.5589878930594219]","[2.087565322633355, -0.4533570826941632, -0.5791689232497734, -0.6140787539403995]"
"[0.9094045183897355, -1.02530818602095, 0.02697422164138626, 1.1246680982458757]","[-0.5153040069030033, 0.8835760118126401, -1.0867516511051636, -0.7452799555028689]"
"[-2.2175606764792737, -1.224317704872508, 1.4590568301893272, 0.6500998334181738]","[-1.3252354041877252, -0.6038776490814961, -1.3123115838386343, -1.264201379299049]"
"[-0.3756523719465369, 0.05731561227574601, 1.694270479015471, 1.7629863294827237]","[0.6640525214343308, 0.35921527252082747, -0.6179329603145127, -0.19162167326467397]"
"[3.0207959856574034, 2.1506421760286774, 1.5862554783807503, -0.1817145382943887]","[-2.0582572958884113, -0.5187960577939501, -0.47372868987272043, 0.46850160832831955]"
"[2.8149246109734745, -0.17996139709318962, -0.5841612805261195, 0.4691865629352031]","[0.6163347278448399, 1.6109609373993585, 0.17237557667386047, 0.5962955517964346]"
"[0.4724241379305874, -2.9218729777269123, 2.769674876653152, -1.0127857724563223]","[0.9368136796532455, 0.7394444448801819, 1.6282344209357895, -1.4314270682760224]"
"[0.3029722707142014, 2.4467020242017687, 1.1185730483030578, -2.131285956689181]","[-1.1274259275447938, -0.9045698935156281, -0.3729005329330272, 1.586838468587513]"
"[1.5012886720093301, -0.007738422539024597, -0.927256773656185, 0.13635935690804388]","[-0.28043228430743117, 1.917150448664301, -0.8171460560528535, 0.08679571018699679]"
"[-1.5886578320547207, 1.0751586346458506, -1.0643042814636783, 0.9021363482134694]","[0.4037271522427891, -0.702833386084129, -1.0960512428822475, 0.028589112059889118]"
"[1.0485965747476758, 2.315897074708844, -1.3083961455198265, -1.6370001585022054]","[-1.2920202711066968, 0.49420121175494247, -0.3270088279851763, 0.6603460577539031]"
"[-1.0110691869911799, -2.448392413031085, -0.09901555200745368, -1.0626070418548437]","[-0.17403859183561493, 0.40745514300350977, -1.2545936428921909, -0.2900890433194034]"
"[-2.755338129354012, -0.2757651368211175, -1.9605538651080472, -1.1097644017414814]","[-0.48874975438309837, -1.3725027594587718, -1.3255045773225258, -0.02236175960385995]"
"[-1.8413151642494499, 0.4533838095315839, -2.727580503379239, 0.5852480277681238]","[-1.8425050860065413, -1.0287440183418308, 0.31633168060952366, -0.16033631888297897]"
"[-2.617313882119644, -0.8480943249187451, 0.21884729581213005, -0.5099690250244363]","[1.171129830502966, -0.5320699986705715, -0.024535461032085048, -1.1161174576534187]"
"[0.20772836277832207, -1.4071592936234643, -0.5210425095546465, -0.6587182314371317]","[0.02751766915588529, 1.554195729668642, 1.039952065480658, -0.3455842326294792]"
"[2.5036032571274487, 1.0154979839265665, -1.1182027453565588, 0.8444204124930625]","[-0.8448096189234606, 1.1900681182791562, -0.16292405084935666, 0.0073956401727252605]"
"[-2.255781731683741, -0.6605944019047146, 1.473732940955164, -1.2424072082714468]","[2.403383028972038, -0.842772399181879, -0.16472922884675065, 0.3339290430513882]"
"[-3.0687423575931487, 1.19945308839463, -0.3617142628353376, 1.4107625017738317]","[2.14653762766294, -0.6195670917199257, 0.39441735966473934, -0.508139167214743]"
"[-0.6247141392239738, 1.7533153237241559, 0.9771242453786181, 0.10709957458342038]","[0.7429224574381014, -0.8315974949691031, 1.4793965818546242, 0.6212178986422243]"
"[-2.6782639955801204, 0.5388629255476967, -2.3962744044085373, 2.5150172208431285]","[-0.31468171119341515, 0.3426064482354666, -1.5004877215825052, -0.7334164320375334]"
"[-0.3951988876952087, 2.500922352536053, -0.8719252099461179, 2.0426997237577007]","[-0.722996086880711, 0.03840454316224047, -1.047343067519068, -0.29067181723001456]"
"[-0.5881070550725395, -0.24627906149225384, -2.9731721916143243, -1.3882943458275228]","[-1.3165031170323949, 0.05009026840675813, -0.051151147809768656, 0.8288592099135306]"
"[-1.566892105453469, -0.6488815344430757, -2.9778461803818446, -3.2815488144262694]","[-2.2335837585661813, -1.0257411811029278, 0.5743786884311385, 0.9697089404998503]"
"[-0.8286732485832986, 0.15443877570789427, -1.1182844201549667, 1.4255293373203335]","[-0.3209301018614049, -0.6634344519737567, 1.2180438584574893, 0.17342756709525847]"
"[3.7690060878331253, -1.822225476671122, -0.7620461267343774, 1.200052887174414]","[0.30265784655347683, 2.7181670673145026, 1.1678389992858422, 0.8531525552282462]"
"[-0.4007655079609579, 2.3482168658407065, 0.005139899846389383, 1.6838313577019408]","[-0.13927115957599667, -1.184943711218829, 1.8294045018396916, -0.3667450577113491]"
"[-1.1020803824816947, -0.937558599787567, -0.6261191603486154, 0.6064628552588492]","[-1.4469999137283434, 0.6585746259114443, -0.3729821453823189, -0.5967169123588062]"
"[1.6512183368817714, 2.006911026819379, -1.2401053169101497, 0.25599258421363036]","[-1.4781043251038908, -0.36641648034472113, -0.882697179588047, -0.015538707616692292]"
"[3.73002523252458, -2.0104693752556, -0.8120200053936808, 1.2221596933268002]","[-1.4696061783682335, 2.856207600610981, 0.24807185844744342, 0.513586835960672]"
"[2.6600698849275495, -2.8961229179667556, -1.5695521671242205, 0.7259631443610904]","[1.1282314165366047, 2.6123826954427702, 1.5465284907700265, 0.5275401488409358]"
"[-2.625332152719189, 0.5517114762655543, -0.8210892476410112, 0.7932570789970378]","[1.2417480697389958, -0.959755605894869, 0.5923577208559164, 0.256340904285313]"
"[1.5446239029075608, 0.3197341558299094, -0.6273170998559066, 0.11000935234733564]","[-1.8924357404551324, 0.7877033946300247, -0.08101088289174598, 1.355691068136206]"
"[2.3154782965932457, -2.3052738188365263, -1.542107610534328, 0.34640406508088184]","[-0.9199945687100817, 2.8435033802856085, 0.7929605424866253, 0.04797354595657895]"
"[2.2298414346842965, 0.24598132418578042, -0.4815864754653105, -0.14837297233900237]","[0.7617778240477171, 1.5736556053604849, -0.9094483393229944, 0.3965841660223638]"
"[3.4404720980757246, -2.1054298952027244, -1.5444882530437807, 0.7926335943590522]","[0.3522077805269925, 0.3641992071168551, 0.5110837884368461, 0.2114104838202273]"
"[-1.2174696539572156, 0.07755197756997369, -0.16153687259643518, -0.07471987769297236]","[2.441592095826377, -0.09318323702132193, -1.4008641555148436, 1.7394893801341471]"
"[-0.0984611553176395, 1.3736980289749747, 2.216649750400958, 1.0127093629567403]","[1.1847356869773467, -0.2287720065515537, 0.7189319963610028, 0.7178348835689743]"
"[2.697761087624223, 2.176468840381189, -1.2032220800115803, 0.9105554280348851]","[2.1016053912748074, 1.0764041605814034, -0.5408171951049593, 1.4696019037010624]"
"[0.28895209407888583, 2.28863330799418, 0.07573491624852302, 1.13670802847267]","[0.566562363829646, 0.04416922264136962, -0.6484588619289491, 0.39135712153798835]"
"[-1.1873850812367084, 0.24197574256670384, 1.609301897251652, -0.9578614848929489]","[-0.6863053825878356, -0.43954613992326086, -1.5562189271980709, -0.17062178355259436]"
"[-1.2140585185947337, 0.03562214844954127, 0.7079548042817461, 2.1143361936153706]","[0.13872255927419155, 0.1553484511676691, -0.4348021811023371, -0.6128839120147571]"
"[-1.5283322141744935, 1.8751970059967935, 0.24187712764709204, 0.050476787028694584]","[1.619374911992729, -0.7079634935196276, -0.16323043187057892, -1.173180195724652]"
"[-1.8728298709986646, -1.6134525167947928, -0.9831983913258535, -2.600751419939804]","[1.8231010934797285, -0.24332341799267257, -1.5633885861314225, 0.8547183700188092]"
"[1.5094570292965173, 2.1937306869318913, -0.18615047440913512, -2.6937466253633597]","[-0.2137051729579108, -0.7286087897027147, 0.9422016577337222, 1.9462106567557422]"
"[-1.783539109342391, -0.20152668898303563, -0.010961737406131171, 0.9909232524420974]","[0.7801502039036565, -1.1662751106098848, 0.5648069842749245, -0.9594265369973867]"
"[0.9163075909008278, -2.1320203420732176, 1.8685109838845675, -0.7516287237576639]","[1.3829552939480987, 0.3789705941419149, 0.4318606492428969, 0.0635647949416662]"
"[-2.0139365992805094, -0.1706596721430412, -0.614696618083055, 0.9844004102079358]","[2.4842488538189835, -0.2906182980597129, -0.7670817671108954, 0.15207601892860964]"
"[-0.6544708817096535, -0.46622545377249636, 1.3182082157842294, -1.8310914582193787]","[0.07509217052423699, 0.024049689210574234, -0.11614764355969547, 0.9703305749413716]"
"[-0.18936621062430184, 1.7552483883036931, -0.856629952154754, -0.4437498555081188]","[0.4478523242541194, 0.5025001753813555, -0.6796298215894574, 0.005512197744029384]"
"[-0.19444716993889688, 0.8673084883455195, 0.6071960405293144, 2.099092758160335]","[1.546878574945183, -0.2659480243738411, 0.26802978613909123, -0.2661374252905825]"
"[-0.8686204217268064, 0.8579897940460585, 1.3661916722250638, -0.01756477472847452]","[0.30053418812722194, -0.5186961419413503, -1.9256272111402544, -0.05236258870808272]"
"[-0.19802343566469646, 0.6196858610068238, -1.0245057844894563, 0.9304053653335674]","[-0.7861789171446015, 0.1089257764486547, -0.7803633452782194, 0.0956619172257974]"
"[2.1473450752591594, 3.855900958787769, 1.1754987335078482, -0.3960890396855215]","[-2.20552836951234, -0.7844083376351663, 0.8904614036791059, 1.111695614756224]"
"[0.3171022241133786, 3.256624450870045, 0.39835993453865703, 0.8259287221085749]","[-1.2114529757173935, -1.3452713810991859, 0.33541406820049174, 0.4113418438257614]"
"[-1.0743851481925801, 2.2743818933925466, 1.2092240144514148, 0.790259077043198]","[0.1443534929062673, -1.4623447134144758, -0.7061521741172501, -0.14504243885635534]"
"[0.5128840014972708, 3.1056222287384405, 0.5025359790396062, 0.21751689910680183]","[1.1512317377540775, -1.1316588252982687, 1.1878898007086782, 0.9927489664047068]"
"[1.2562776854500182, -1.4120567189811215, 0.040440852077052517, -1.0339533040282023]","[0.5172557215779849, 1.0015847264655477, 0.9871450244725603, -0.8531121131404502]"
"[0.4001720875965475, -0.7436248189284529, -0.3354331383331992, -1.035591016522315]","[-0.6486483853705007, 0.10676203200047142, 0.5397734720733703, -1.4827478053165664]"
"[-2.061585541546725, -1.7414569921528613, -2.0231161243652016, -1.6188947190030145]","[-0.07262021394796445, -0.6172302180792513, 0.6281642086933736, -0.7073853282846365]"
"[-0.3256620385589849, 3.376748078416137, -0.4941174774131905, 1.5913812036244959]","[-1.909423259928173, -0.8198673180514142, 0.5196465076713952, -0.3201495518953489]"
"[0.42851914705291005, 0.5152138389472877, 1.3313153538155658, 2.4225611382204106]","[-0.6696789260244441, 0.20551746214951858, -0.5280698594886447, -0.6154673590141291]"
"[1.015823155649608, -0.0397220083235828, -2.263340510080814, -1.2404680109333341]","[-1.783165053066565, 0.7038761692376077, 0.012630878375078125, 0.7910313779306178]"
"[-0.4768089261908975, -0.7369505380412541, 1.0852251532254527, 2.5554505202214566]","[0.7486695785709889, 0.40956302383670395, -1.4168973005284067, -0.8932351162455163]"
"[-0.661548232659758, 0.9688351125540924, 0.7165848307497356, -0.7656242932530003]","[1.0934110963974895, -0.826334030758655, -0.47392581950849194, 0.45711461783735613]"
"[0.09931204157402546, -1.6015745516376616, -0.43068466305576086, -1.2422350803271351]","[-0.24412428574725023, -0.41101258324641327, 1.194221601450995, -1.2522037069617686]"
"[0.13946343561487287, -0.9094478618436674, 0.1538765865392657, 1.014294162707808]","[-0.11075258945504698, -0.32012602658852923, -0.3363563832548638, -0.4739850442327589]"
"[-2.037452667663811, -1.105868121244984, -1.2629512083349168, 0.5180756479178011]","[-1.5515907151914257, -0.5363404316152465, -1.2899520286617903, -0.9929517449838442]"
"[-0.3221615200784816, 1.138036966877495, 0.8693654441488738, 1.4948198809444815]","[-1.2867543712310205, 0.23334295513724318, -0.8672827432103591, -0.6932893680713077]"
"[-0.6934600749359386, 0.5409145943594527, -0.5212347541637055, 0.7318630166010323]","[0.46506715997570236, -0.1168730597423003, 0.49038709280679255, -0.5856273228288689]"
"[-1.6729392713074887, 0.22673125102441696, 1.3100874535496694, -1.2446134926499164]","[1.3812094371606434, -0.788843772378091, 0.26738545081473997, -1.4197837053834128]"
"[-1.273610156852533, -0.8944687939592958, 1.3115182305864512, -3.3543973047067555]","[0.8272887748218914, -0.9200502884139252, -0.1087031296858973, -0.30563139545965423]"
"[-0.8011750798048574, -1.9349927313361825, 1.0534348692926503, -1.2402079239844646]","[0.21055789507527478, -0.8653029295017334, 1.144790648121002, -1.8584080337493596]"
"[0.9719038580568738, 0.9152165753836904, -0.18947034344158692, -0.8011757868116498]","[-2.379893192602823, -0.3579823666829, 0.21044992679651067, 0.5470811338205549]"
"[-0.6053273767260821, 0.9421479291466036, 0.23199604854717068, 0.784768326290149]","[-0.6333890811279465, -0.6050340384006665, -0.31804171542055865, 0.8124096364321326]"
"[-0.3715417738971695, -0.2379166623897445, -0.3421412356347988, -0.02293710276641424]","[-0.417445188733385, -0.5610705727454934, -1.3385237300207111, 0.23759933828945265]"
"[-0.31470609746809863, -1.1785439386780496, 0.8129147953265974, -1.9043217993252015]","[0.337688179143593, -0.9609011889487631, 0.6410004269189378, -1.3236062467011633]"
"[-0.1205312585645262, -0.656054044696173, 0.5304404869466113, -0.8858790165845964]","[-0.15889752498212376, -0.8710969303841684, -0.33984597130655575, 0.3964472875126209]"
"[-1.1142152716802443, -1.868728099398486, 0.675690146439607, 0.01702851056051834]","[1.4418458136797008, -0.5139443548589093, -0.3971795534024254, -1.2557329914942437]"
"[-0.6637264241965035, -1.5211360252612818, -0.22669655799485425, -2.971581273540901]","[0.55807473392612, -0.6344374446430144, -0.19216649441100958, 1.2240676070846217]"
"[-0.7283866779234826, 1.3647087966210436, 1.5749402919077642, -1.610979488165102]","[0.37132806758298464, -1.3602750304317792, 1.5612480928305235, -0.1954324841559772]"
"[0.3235931512361025, -0.38154140351323995, 1.1390577333916223, -1.3235469748774336]","[-1.090309654201951, 0.004317500892460547, -0.7472471240358147, 0.8980623723588597]"
"[-1.98490238816891, 1.8881618603936656, -0.21247375265673776, 0.9459837851292051]","[-0.12324344714276336, -1.7128541377193478, 1.0373717059472427, 0.039346808692438895]"
"[0.03903169196956375, -0.4822932637248135, -0.2230757826995915, -2.4895729390171453]","[1.0858773511622595, -0.6880112393329386, 0.6055779954499564, -0.19131652337020305]"
"[1.1422425221973933, 1.0798529403343242, -0.9367224218595894, 2.6702828961058276]","[0.38605393092346263, 0.5184972097632744, -1.1398886188000328, -0.4263295237081174]"
"[-0.9022566113552218, -0.9559512513119767, 0.3197220050036771, 0.2033886543558404]","[-0.47192217023289523, -0.052900840991667586, -1.113244752955902, -1.2785016889558771]"
"[-1.7883238280053824, -1.4581457527263504, -2.435245921144638, -3.2531273772775653]","[0.5668028121794502, -0.9070503230416711, 1.8613131803205878, 0.12880404298375384]"
"[0.5411596416314506, 0.5435259978164855, -1.9165049204589708, 0.8403438647086532]","[-0.5422431515108035, 1.5010641038715917, -0.5422150086164956, 0.6094256583806857]"
"[-1.8880637777262597, -0.8665621946949943, 0.8284923260814864, 1.4970846700142086]","[2.6301583592418645, -0.5820606084911056, 0.40384678483893816, -0.9758279446830729]"
"[-2.305956317663165, -1.4188577091385433, -0.9004205030584326, 0.7537013867768915]","[-0.3404271223793732, -0.573454910537591, -2.1555672865535636, -1.1682427664329755]"
"[2.699627180125637, 1.982123793295918, -1.4942477566231767, -0.9888200065666019]","[-0.33745505913667967, 0.1580153549399401, 0.06641779204924836, 1.5353328518685605]"
"[-0.3457185323007233, -1.6917340877523488, 0.4851856006913816, 0.7285292977690029]","[-0.2727232770939536, 0.8273125760344643, 0.14786264273894184, -1.1540063385240606]"
"[-1.8102938191698057, -0.7295880733901674, 0.2946210971309898, 2.344079076908971]","[-1.2891293213699195, -0.5671835615273405, -1.384830392884946, -1.1170361160162394]"
"[1.691508065090741, 0.4495138278106304, -0.9445661476812417, 0.6205966278257644]","[-2.299862792627739, 0.3491591447835515, 0.21073681634218921, -0.394719840881794]"
"[0.859751725886234, 0.91847245735376, 0.3972009052679679, 3.1038594836300613]","[-0.4486864617898728, 0.579028218445166, -1.1852556011646105, -0.41243699914640897]"
"[-0.05946104693220204, -2.2410968021049777, 1.1070736709735205, -0.9411432396246069]","[0.9954911411493604, 0.5383745233917967, -0.4746935130834691, -0.0746109140544483]"
"[0.1092885900333095, 0.5840345006764561, 1.1868162736151322, -0.8981082312417032]","[0.5465629162511114, -0.8903916586284254, -0.9583335649823757, 1.0840835633038344]"
"[0.2392433231302003, -0.6191577187345481, 2.462267745587861, 2.1108091532674247]","[-0.3509703325291143, 0.7559012387911407, -0.4162854632320065, -1.175658130533219]"
"[-0.4065269719066023, 1.0991609788769245, 0.9690780879600508, 1.6057233573518535]","[-1.9888455289012525, -0.4165121626986033, -1.1475329909455614, -0.8374886992941648]"
"[-1.2406033828908754, -0.8325646264935903, -0.8830464225774891, -0.87398742941895]","[2.002179863938126, -0.850814063240053, 0.15714155617171285, 0.47294559302571476]"
"[2.7234715766158937, -0.8282851619866984, -1.3709111960152776, -0.21936193313040425]","[-3.2628479011258307, 0.8554796543354699, -0.3204040037524831, -0.4179233713590306]"
"[3.5521877174326755, 0.042137414896284815, -1.1993505170937349, 0.3313143371435148]","[-0.06388451562533567, 1.9039583098685866, -0.17413318830330107, 1.4567059985123902]"
"[-0.24919741747676805, 0.4343842904176249, 0.8431091740026367, -1.5607191899724289]","[-0.8264941778884024, -0.9831082082197914, 2.764207499206295, -1.1126652781823998]"
"[-1.2952412563021087, -1.1578343822887065, 1.3180798156761941, -0.9361400110975581]","[-0.48345012723865943, -0.38008531341723095, -1.409127938089694, -0.576538999845385]"
"[-1.3148294039013224, -0.9294979050214637, 0.5637522730590467, -0.8186966877643231]","[0.7994054766219455, -0.20515847676217044, -1.4149181489866305, 0.09040971220073649]"
"[-0.0428545385857868, -1.0819446570827491, -3.426373128595113, 0.20164824861641656]","[0.9561368457111956, 1.0740619447917568, -0.2983432445555288, 0.48982427684489827]"
"[-0.766828886988672, 0.8527496639285899, 1.2879309897719855, 1.1218821544772415]","[-0.5854264529995041, -0.813147154252052, -1.6761533995929268, -0.9512623172870219]"
"[0.015856136832500894, 1.3365984856193742, 2.7783572610011835, -3.8454748060677475]","[1.3989204257244943, -1.2233900060407334, 0.7333325711666209, 0.7698977144785754]"
"[1.4245890096204243, 0.8652569801763033, 2.3122204304048317, 1.2971645286199618]","[-1.0697118973165056, 0.09486901233586832, -0.6243778272435786, 0.2407361452239141]"
"[-0.0031172617006117553, 0.6435201528212906, 2.184277993588971, -1.5338400837778476]","[0.346630234297183, -1.1016044096503823, 0.24069570921465622, 0.44932937809240386]"
"[0.19581090209827118, -1.1300826680849385, 0.40893238205429283, 0.7203600118733781]","[0.6223319891845955, 0.33260983144645606, 1.2987502081184445, -0.5550150968546408]"
"[0.5443912522347932, 1.5850812428846373, -0.5327093050025246, -2.5366427888431753]","[0.3318950423156571, -0.7846428498395316, 0.7802371209423042, 2.025359791815929]"
"[0.02613080146433242, 2.0100940160891425, 1.1902332451320197, -2.3480090608111692]","[-0.1872488208712811, -1.857258833051439, 1.862240827829945, 1.6752760791773518]"
"[2.6217210016016868, 2.4023698228224046, -1.4209792620783666, 0.16116334640895158]","[1.745195821395335, 0.5801057715146901, -0.9821261988682861, 1.705934265096571]"
"[-0.757075255611773, 0.919262790748048, 1.3630375731787816, -0.8221823455607667]","[-0.8829328973922642, -1.2858939766476645, -0.22314471332915048, 0.7724130535368797]"
"[-0.8763704188362611, -3.733956709874585, 1.9238763368203933, -1.9381535997465995]","[0.9650588430641949, -0.018094270815165812, 1.3570865043183902, -1.1714100767752318]"
"[-1.8189052389962939, 0.1635074623072144, -1.7237162472367504, 0.1719168878120325]","[-1.3115868652805622, -1.3013681826060104, -0.0284991373921819, 0.24488960630511605]"
"[-0.6330139183478727, 0.7244561767848359, 1.7069068738824826, -0.41130839586381335]","[0.35510839035172337, 0.08395780811942918, -1.391774347330191, -0.761514736985459]"
"[-0.09666559696540114, -1.767653754858545, 1.0344582914458618, -0.8252850038920995]","[0.7570721739158176, 0.8718212740570174, 1.4032208123311614, -1.7050035744479304]"
"[1.5148294981892352, -0.8595590922667045, 1.0357049642534517, 0.42347568597833013]","[-1.4746560883379125, 0.6669798567362949, -0.2516256754924053, 0.4888781727602915]"
"[-2.3515449926908656, -0.026751342729755143, -0.9374898996748934, -2.980165333766552]","[0.8145817728644635, -1.230846603246773, 0.4476305772885418, 0.6199515563262082]"
"[1.7168521052210362, -0.19675851380031242, 1.7777865527236674, 0.6046515922713376]","[-0.4592268073790759, 0.5201738255197329, -1.2129442127374268, 0.0033669727748933988]"
"[1.5395455556438737, 2.5300288956535923, -0.3864127249094918, -0.9631308422737704]","[-1.6576296294861106, -0.23680998903030356, 0.9510746099300089, 1.4632854184954254]"
"[2.7812711365824025, -0.3443506193309025, 0.23238871956136067, 1.1685603685983217]","[-0.8201719355605106, 1.1850608583699946, 0.20541391514558893, -0.2275257619835836]"
"[1.841217805716308, -1.3763662406449457, -1.3686814009436883, -1.0295740467215297]","[-0.030602719841233056, 1.19398465856339, 0.49996169776476945, 0.9293850256310724]"
"[2.8122623139832785, -0.20593348483721774, -1.1551140963157835, 0.9790025306681237]","[0.6294653334130392, 1.9524550290368359, -0.4911249289821619, 0.8604951236480172]"
"[0.4890645796448835, -0.0074253258876061795, -0.7452476360666626, -1.2470693468098348]","[-1.0913081461275085, -0.3327385866945595, 0.02880233711451951, 0.9776676672185264]"
"[-0.15556203767829532, 0.8835872510130838, -0.7980979487873614, -0.2636951798347284]","[-1.5328142722012008, -1.1391340907650727, 0.5904099443092193, 0.2643863832399566]"
"[1.627044937448784, 1.6633724951992714, 0.22041210018908494, -0.9002525171443152]","[-0.41841669864458314, -0.3191695450915285, 2.361255019421688, 0.2424947298644098]"
"[-2.0064321096198934, -0.47712659400003676, 0.8088999095499545, 2.2172722377146545]","[0.826266682365601, -0.529299931970023, -1.3333753724193556, 0.24297891127200377]"
"[-0.9800565919974712, -1.6306231495453172, 0.94811693181866, -0.39420519467846854]","[-1.636550455013197, -0.06649358916053145, 2.065753322495523, -2.054668639162569]"
"[-0.41309431769937993, -1.0536200023974818, -0.28285965277911546, 0.7563300923221185]","[2.0007472099962342, 0.8253927127008553, 0.38892651564605457, 0.2110986535139783]"
"[-1.2561429363932162, 0.7898923416716486, 1.9509596086664909, 0.9976940939445271]","[1.2354262569302115, -0.8171377832409269, -0.4028181860553094, -0.20095679355676865]"
"[-2.2717569876265857, -2.3281718210947395, -2.099397467579869, -1.3047977120801764]","[-0.06074113385753784, 0.20510740490507187, -0.7751903863318624, -0.13557113542465246]"
