image_embedding,description_embedding
"[2.7730320262761334, 0.7198225423114178, -0.23158239178728127, 0.4550982620065583, 0.8926320213121041, -0.6654985428499, -0.751681385249929, -1.3639070931303416]","[-0.0942036894040376, 0.688708330592929, -1.2527277693157466, 0.063806051359436, 1.1551659272052097, 0.7812056475822907, 0.21240077431057658, -0.6526039760589486]"
"[-1.615872237110642, -1.9067803020361327, -1.019178005393801, 1.304304430738903, 0.14539085360918455, -0.32302052721444613, -0.9016837224241411, 0.030849297741883785]","[0.5043848126608713, 0.12570728704479134, 0.5047018475930223, 0.769152570673428, 0.13917427459313086, -1.5080447033562305, 1.9336617206559261, 1.6926303891948737]"
"[2.4105450550993477, 2.613742802942208, -0.7474078932353714, 0.09061446977113888, 0.24544923366264956, 1.5946113089817928, 0.2222900698628872, 1.1389965400169435]","[-1.0396834942008049, -0.4522012800441054, -1.768289321962131, -1.2111471772855165, -0.40982339050081973, -0.11570234510764879, -1.2945439826237228, 0.6853486239737655]"
"[2.2509065987848325, -2.3144575358981054, 0.2667191215555634, -0.2559399300221315, -0.17641165132833767, 0.9008251422485112, 0.4463704104808267, 1.4072708436095942]","[-1.2497996015171553, -1.648396753285156, 0.03755281715141876, -0.4097761791168799, -0.052370297676940895, -0.23903217133753646, -0.1521185888911832, 0.8975132401395399]"
"[-0.8826762300290231, -0.31490037216575967, 0.6849294220127313, -0.8780332269358438, -0.5178202350292298, 1.4956704005408705, 0.4425568911934424, -1.9285201771357503]","[-0.5478907707061518, 1.3411407297480211, -0.11195914990907413, 0.876071031035746, 0.6513099742435076, -1.2482057041308396, -1.289849853067291, 0.9011290437806097]"
"[-1.6872744015668288, 0.10967374153968017, -1.5783667965962718, 1.98856182002485, 2.309575202458776, 0.9138376418820398, -0.47191224372785173, -1.405290225504646]","[1.4577016352776848, -1.6880870645408204, -0.6721074316872417, -0.9656170987888815, 1.364727089697369, -1.735921957500676, -0.21843878373968484, -1.104110113800199]"
"[-1.6143064703938885, 0.32506130285149976, -1.695338716203859, 0.8425372597792377, 0.6755837013941798, 1.1233703724060238, -0.8213776626807957, 0.33565110453267794]","[-0.8387894430888818, 0.15359842814014604, -1.2690063495206263, 0.020246564944944274, -1.7566375825026599, -0.6024155124746199, 0.4889170579116683, 0.8150312439912252]"
"[-0.7790017377843544, 0.04298834710750862, 0.330437861540322, 1.5744081594770913, 1.9193328015273117, 0.11992077289410369, 0.45663349626007227, 1.6623198728693136]","[0.7063029219926358, -1.8104442220299868, -1.4073191974710966, -0.23476865203678388, 0.8953674903354885, -1.6931949229464573, 0.3857415095631516, -1.3964504157885207]"
"[-2.9039621179865014, 0.05596697805653426, -2.144746770137025, 1.3803742644881074, 0.23348771084975545, 0.5633641147495996, 0.2772185914048215, -0.4487296712790648]","[1.5125633593818317, 0.000643766778786626, 0.7025881936224999, 0.892456608471816, -0.760059917150079, -0.30092806603616906, 0.2895395503496233, -1.0881105072545436]"
"[-0.253281790504302, -2.0181547146439756, 0.23375973700334365, 0.13104087929568825, 0.4122666716979437, -0.17511557155536378, -0.11681033751525521, 1.4932768881886995]","[-0.48593930500912813, -1.0286459396441923, 1.1915064929323793, -0.21766588301661038, -0.9162927489897672, 0.27507529416998305, 0.1311382695443842, 1.2849578777847646]"
"[-1.0259348849114156, 0.31550437124218633, 1.8398698777122071, 1.1534656209109764, 1.7047862755503789, 0.7670290064139907, -0.2443558190934168, -1.723739460885295]","[0.5643428326579456, 0.3779419422548494, -0.20927075849149335, 2.0307422892808438, 1.145303770860804, -0.005858181857122379, 0.0952173222351601, -0.5430901488043249]"
"[-0.09565881096485866, 0.8116211983767363, 0.38917902226080714, -2.1872457478234395, -1.143253318056814, -0.4921782468224408, -0.07778912948737131, -0.5741219446002113]","[-0.09419988306150023, 1.0738118923003137, -0.6176445085204262, 0.43889330706919455, 2.038960205226927, -0.12870353318859518, -0.4340935055698464, 0.3073429430575855]"
"[-0.7499854610055307, 1.2543194062344374, 1.422399791092197, -1.285750624573038, -1.41454586051135, 1.171410702380773, -1.0315555708239397, -1.3725437194918444]","[0.396123255273189, 1.2722732146419844, -1.1962475449042351, 0.7826915735292048, 1.3215564461214409, -0.08674058995123125, -0.865111150837155, 1.0072761935744694]"
"[-1.3386695309650305, 0.7583697740171268, -0.05261070984780229, -1.5421636062135495, -0.2922916934454003, 0.06373992480688367, 0.7005140243772646, -1.4954653606614565]","[-0.740906700236799, 2.6598384610469417, 1.1357447008243695, -1.2681544186756264, 0.3664043603457241, -0.47838830290723255, -1.3093326485447627, -0.3623580071633132]"
"[0.487201372822597, -3.1973335355902375, 1.3494762890230558, -1.401829574889597, 0.6568804171099795, 0.7094028065289557, -0.07859569158086174, 1.411259372445818]","[0.21746344334798412, -0.010219547774791452, 1.143824817232409, -1.4808949920142067, -0.17616727019273834, 0.3366391445055163, 0.736586292805964, 1.477829997236572]"
"[-0.10137983606383846, -1.377818315226368, 0.2564794604418329, 0.47723435818675153, 0.620090106189301, 0.4962747841882624, -2.2151852906957927, 1.4975575772544847]","[-1.4712872808638469, 0.9221357334421643, 0.8667235305102855, -1.1920397437815646, -0.25109021012071, -0.23236732108680969, -1.1861033229948839, 0.2641744955344325]"
"[-1.948757639649022, -0.34012005862442063, 2.043772984086267, 2.0345308091491825, -0.11907099245691087, -1.8060570803220488, 0.2835469937639295, 2.607529564756469]","[-1.832697385566857, 0.11920496669488351, -0.482136315874904, 0.385337005711567, -0.9249054786186094, 0.03174921779340559, 1.119042678250045, 0.18319337123094653]"
"[2.129183622089394, -1.2854839255618757, 0.38809147199559474, -1.364064688465958, 0.360291630714973, 1.8407613314704576, -0.7056369444558268, 3.194595540731998]","[-1.5168575355058684, -0.6083880111018363, 1.0521802976005883, -0.4517651507497691, -0.09900868306056104, -0.24929132363197312, -0.6128897433906016, 0.20048602095417173]"
"[-1.0593017781412628, 1.6352204804697719, -0.812636299879945, -0.1232246480492129, 0.0492977036867687, -1.1929500799106232, -1.1975828469848933, -0.17021398994566103]","[2.82096597500762, -0.35439673145879536, 0.7331693371910007, 0.2989631619938314, -0.04105024983092488, 1.2815517499417834, 1.1680118697447337, 0.8201954691524694]"
"[-0.48240014652561874, -1.036977409567214, 0.9690049372612467, -0.521942147133393, 0.6290686183634151, -0.7863856546873617, -0.7460240477494504, 0.6753316172472101]","[1.686411775751911, 0.15943378340965225, 0.7757893678966776, -0.8240561594355192, 0.5735417473846228, -0.6350068590235481, -0.5130373053445494, 0.3735780579690694]"
"[-1.7124254627721451, -1.4976540431698975, 1.8893283520978863, 1.0649649365368907, -1.4075202326107543, 0.25096037764150814, -0.26369082547983175, 0.50336404605652]","[-1.0849481552757032, 1.3247127064748765, -0.881727430553058, 1.9723047103049154, 0.21371958503433539, -1.2924501797916588, 0.41581416728075643, 0.26460163111709395]"
"[-0.5033221442950008, 1.0450831374815563, 4.018196294847373, -1.2778845257980682, -0.5544436338405528, 1.08870440822587, -1.3352408932329978, -0.0906374651343996]","[-0.4100395912397827, 1.3573307595958597, -0.5316074233402944, 2.743382480910759, 1.2799294453022116, -1.0595603665505298, -0.2598277319676898, 0.8195818293150615]"
"[3.669929899148369, -1.528008462574907, 0.5038931582234164, 2.1654019338798247, 0.5786176331846629, -1.3710881503643582, -0.22683857639696023, -1.4575737869849321]","[-1.0956244100692503, -1.8735629228148736, 0.6155195723884535, 0.1930307470893968, 0.09081318926363043, 0.9605880430302144, 0.24589303729161566, -0.2302213067554803]"
"[-1.0098163564489173, -3.002969709920939, -2.456847286734852, 0.1613110418590375, -1.8935108626437323, -2.789366732199552, -1.0827614588361856, 0.171532316510775]","[-0.3915966047266707, -0.5091534975717444, 1.963534013093552, -0.38923420344998844, -0.23052294613017954, -0.0991760839568524, 0.279192406053078, -0.11531529902226298]"
"[-0.6818083565460681, -2.2362360268464756, 1.2098985033513485, 0.8935831374938761, 0.4040661929147676, 0.12306354104132408, -2.056590452521281, -0.09773337457168595]","[0.10878972207559001, -0.518681631792569, 1.8997518189320788, 0.3848883574269451, 0.5331706865383895, -0.642323326867778, 0.7047346518505575, 0.985486631625617]"
"[-0.14181629157033415, 0.5064726209086847, -0.15970996492555697, -2.3807160500612383, 1.6675180717638585, -1.1668380395876812, 1.5403919930113257, -1.0913616335160035]","[-1.082729951438755, 2.111859170394285, 0.9308477419190033, -0.6089164762278279, -0.7564824264198762, -0.7172756122196922, -0.23690804492896922, -0.43976885744453276]"
"[-0.5196150258208252, -0.8443362992892489, -0.1625243716126005, -0.11969673806219097, 1.8809864683278392, 0.7904386264290578, -0.20744805828268412, -1.634400611251209]","[-0.37459530834122784, -0.5262006446456712, -1.3828340847539518, -1.3854358982627928, 0.9537227264456788, -1.2211676444379256, 1.1155682642210705, -0.28872199568003537]"
"[-0.6618236648736816, -2.495762774788105, -0.7883283199302893, -0.4043738893760537, 0.1568245305330476, 0.9282835815302315, -1.1368264564122215, -0.4749832091577252]","[-0.7950785217755547, -0.8518549994259371, 1.6983662307828127, -0.39044659356703254, -0.23213955025162228, -0.6885037328687168, 0.2459375765747635, -0.48760098004614905]"
"[3.583085755769722, 1.27288743845263, 1.023876064246849, 1.8750465505157958, -0.3007375951604301, -1.0594070055223777, 0.7407511223628996, -0.9898879751652249]","[-1.1366955923876423, 0.36676067424014713, -1.5045034707871496, 0.5671155651008583, 0.001229693550699582, 1.25141927086058, -0.15104649297304956, 0.01275715202244156]"
"[-1.2992690302284198, -0.5104751715165052, -2.501814769048509, 0.08168462553815525, 0.46435888415499527, -0.7020174619198871, 0.23380762221794235, -0.39930013756930993]","[-0.5206140372680957, 0.668752664819769, 0.8386317978969776, -0.07755965098756822, -0.7159533609854792, -1.5374111036666853, -0.11779015554670438, -0.8838609469504888]"
"[-0.1620993432947594, 0.3940561730979858, 0.4535384143614941, -3.0924365430521386, 2.3131406284000877, 0.37257471007990955, 2.7524589107602617, -0.2081601232317726]","[0.6059064020202444, 2.298893442902088, 1.02497191082839, 0.19710026797800828, 0.5918462707849026, 0.855277697637384, -1.004102592826131, -0.967007754397419]"
"[1.4306233598211766, 2.8926576572990808, -1.9632650627008097, 0.8690466536278973, -0.9536498660980788, 1.9118538948334203, 0.8069119621186474, -0.8893646523148149]","[-0.24014011392135334, -0.7243920098570092, -1.8132776489399978, -1.228143086767398, -0.6956562670158949, -0.03963579624497508, 0.0028008934501047417, 1.005111509311503]"
"[-2.3409207472099847, -0.5892207834909959, -1.7845949931775302, 2.2142211124818814, 0.5455881501533238, 0.688340823832957, 1.0598556625254616, -0.496258882704203]","[-1.2304808957231315, 0.31410887974657103, -1.969933905074191, -1.0027077424153603, 0.339914363231417, -0.7665179269996478, 1.5897022547102249, -1.480404530034561]"
"[1.703439766745248, -2.154244504273556, -1.1974197690080794, -0.7719197411852149, 0.46852052151503776, 1.6366287397670074, 0.5482581482428278, -0.47941691487963733]","[-0.8899597623378881, -0.6835189283686489, 1.1894929571158814, -0.7588048196439674, 0.1333995426724616, 0.16693574473154701, 0.24217283797326775, -0.7111932156553952]"
"[5.074671197425741, 2.0504552581240705, 1.097461614418076, -1.0275870666034834, 0.9829612735893964, 0.24980502051635547, 1.4819592141337916, 0.26584538399883784]","[-1.5959785403938338, -0.7496744786741365, -0.9804278300641379, 0.8398820616131938, -0.08817226350276276, 1.5851868028740508, -1.0902171820390374, -0.18383417910158534]"
"[-1.055012014771559, 2.0530314620938834, -2.189472309962519, -1.3941726793210119, -0.20287068700208957, -0.8218793526202813, -1.143826724190055, -1.6773341396363581]","[2.9348766114244755, 0.11166748723773531, -0.5170124283502285, -0.517711558930124, 1.0149343775341777, 1.7583330767967025, 0.418958892649676, -0.1470418696862262]"
"[0.42773902795099283, -2.172292713050821, -0.9072597686099284, -0.5650689245852724, -0.3372289023095804, -0.15935033817154745, -0.7570492041894299, -0.06821663780281505]","[-2.3446276226018536, 0.12123869553952188, 0.978626209296402, -0.7568719758689127, -0.10536167583963994, 1.0450534948580805, 0.09182497959705826, 0.5352911200081026]"
"[-0.17482083426912579, -1.3370540806604134, -2.1837015087558993, -1.511612709088419, -1.4339076770311399, -1.0647941006164305, -1.4390442560566592, 0.7241196499265499]","[0.5530756596266294, -0.08012142112348364, 0.705300344289498, -0.15823826077283973, -0.8052644042701511, -1.0825804459185726, 0.3514774915323667, 0.6155507591784212]"
"[0.6676224057840511, -0.9907122566531475, -0.13747128121223198, -2.5114074589010076, 0.7408873635765648, -0.6094789725488133, 0.42603766181232655, -0.3443704235423009]","[-0.34064885997708044, 0.09031050930335484, 0.9398560981064447, -0.10404206878783377, 0.31969464353714383, -1.59888086068757, 0.6173598676734838, 0.16335584356419672]"
"[-1.545844394704887, 0.6023597841490045, 1.9925202704691654, -1.2427681207985328, -2.661409170801894, 0.4617043312308547, -0.7481862548864437, -1.4574243043394894]","[0.6602224779638852, 1.1697399051745831, -1.2598306521551639, 0.45084805216748625, 0.18658048162765925, 0.7313002417877202, -0.14804903884131168, 1.1100173030303395]"
"[1.6484491316035632, 2.86706974382108, -0.6260924576492185, -0.20312393296022574, 0.38777233310886616, -0.326150063172836, -0.4411211608114197, 0.39523335733639287]","[-0.4913118095788529, -0.2992779544392464, -1.4048977285619084, -0.10221997241938863, -0.3723534781080517, 0.054635847158579484, -0.14022280314093177, 0.0501668856789865]"
"[-0.9755138930411599, -1.7967957684710374, -0.5486483856017937, 0.5942412740640061, 0.6250183602324296, -0.809020357230042, 0.2588861150785674, -1.5077612286627347]","[-2.2023204317682095, -0.43521908570238266, 0.18881776974959244, -0.4189393314660165, 0.5104228008387542, 0.17873741317358774, -0.5821852140386142, -0.6286136577113696]"
"[-1.7484560400253246, 2.8205295223028526, -1.288510977093472, 2.166730928796723, -0.30370848894998864, -1.3373128027586807, 0.270450171707819, 1.3718808454770548]","[3.0045131544640618, -1.183870285744934, 0.508361860175288, 0.9051558613755619, -1.5820429389151751, 0.5072385440124992, -0.1931764772837899, 0.3791145639404466]"
"[-1.4987776619404105, 0.6414380159817153, 1.517785801579568, 0.39132014637337376, 1.763229281028689, -1.3030054031492986, -1.4559675660856088, -0.0456474451628215]","[-0.4457166457937255, 2.070993040192171, 0.42861966097757026, -1.7836037133246117, 0.7628414157576853, 0.7344172031790641, -0.06687262510433505, -0.08716697705148989]"
"[-0.07261027108863866, 0.6323428023744602, -1.2340225496763875, -0.024900955005988237, 2.105139448959749, -0.19933327031391712, -1.3214982210660176, 2.593074018662873]","[-0.825677809670879, 1.3128302491456818, 0.9601329896420516, -0.6778865193443888, -0.2301169207759646, -0.9552093673264358, 0.7497308822305874, 0.8936232984306698]"
"[-2.374830544650783, 1.4226173422082005, -0.14533583158400334, 1.4975680518411776, -1.7598532193606835, -1.2009970388182798, 2.109076235173039, 1.1273984099425354]","[0.6312725904345042, -0.30991867150874003, -0.8403395608319347, 1.9811853826980246, -1.1462796125218047, 0.3204133420039751, -0.23399139444705847, -0.7349338695247837]"
"[-1.1065267180421303, -0.7883496119902699, -0.033581790728784776, -2.214835416674582, 1.5804293018882207, -0.33029483449068575, 2.797655843405354, -0.34973542091566656]","[-1.0812538821393538, 1.6825325030780032, 0.2839072955480398, 0.510105960645921, -0.027594941418464188, -0.08372267772780649, -0.06777675510623357, -0.45719605615706344]"
"[0.7300729274582068, -0.35280204006713295, -0.9944883016716799, 0.3828288481875471, 1.1336571953866188, 1.3472740855773118, -0.14159792264896237, 0.6202389028232088]","[-0.5448696248815262, -0.2728086572111911, -1.250282815885313, -0.396563120194153, 0.6820629813180384, -1.4171369527978042, 1.0522371376121942, -0.8714155846011685]"
"[-3.1994342162157783, 1.0163975837718688, 2.3624631582906273, 1.9750297895863271, 0.5447187630990256, -0.8626872969140993, 0.16076251086430582, 1.0785945126152925]","[0.4560039779773373, 0.7664298187920657, -1.4346765714781864, 1.1432739304771005, -1.401945189341585, -0.06614279726265221, 0.760816306600034, 0.417634572055624]"
"[3.279987550429114, 0.9239240564203345, 1.4726290891940719, -0.6014014044669532, -0.33179970895342054, 0.5264577063045367, 0.6833408865071916, -0.0011960128355177613]","[-1.2020602647022491, -0.18294692459661138, -1.067604327436286, -0.8374253409343777, -0.10846043309378346, 0.07234699641551616, 0.6788344699413157, 0.3959456551526072]"
"[2.0542514167968027, -0.7275749938483166, 0.13624977207269107, -0.42671573640536536, -0.00928464337468064, 2.5303748551158676, 0.3303182982289887, 0.7252001654385156]","[0.959364749781192, -0.32014929520476726, 0.3116729779313818, 0.39681804915126534, -0.6107675975762462, -1.2223270007027276, -0.33715339073623357, 0.5884406562898672]"
"[-0.3234701165779355, 0.5391781881978251, 1.4678518599681987, -1.4049893846996302, -3.2647266413396836, -0.37259694138678645, 0.6803006688276305, -1.1883743150604846]","[-0.991778427698823, 0.42705614746461495, -0.8577717757567951, 1.2045518920757021, 0.940134508406514, -0.8873804310599899, -1.1785909111046116, -0.2335642266359237]"
"[0.10245036078364089, 0.4942310319418288, 1.6312422528746957, -2.083593065280643, -2.708707437410564, -1.184359604014903, 1.2759491582925087, -0.08863974979853896]","[-1.035609852687028, 0.5518661194429023, -0.7109371958759081, 0.6512216657589698, 1.0933334710240095, -0.9144669728683121, -1.9877090341601333, 0.5050929584999836]"
"[-1.4217574029258389, 1.9696260448897065, -1.2262586999997709, 0.3122057482303093, -0.8250084155856933, -0.24641887040010133, 1.747626664545557, 0.7304129622245432]","[1.4314092080322884, -0.2552953161000188, -0.2442646355822901, 0.8575337517995023, -1.6107233540189032, -0.18711041943617968, -0.5943749662625039, -0.9850886150764955]"
"[-0.9486890494648493, 2.5351006345874505, -0.7041670466028122, 0.595081372326906, -0.8540164281227671, 0.453154044538886, -1.443564410096767, 0.84192365944394]","[-0.10706709899296721, -0.04472380098043312, -1.0601768798203715, -0.48933761540564236, -0.2991376693025236, 0.5733887570090217, -0.34464805472886667, 0.27070355234367066]"
"[0.4081994125691689, 0.0064515394392006715, -0.4475326428606982, -1.392848940154186, 2.072835397126927, 1.0458257972691023, 2.2306657926324713, -0.17064212782134403]","[0.5380266762776571, 0.8584562123674563, -1.2487338953121767, -0.48895479654908025, 0.06617740036297569, 0.6893052793702735, -0.3130668284667712, 0.012870462969179678]"
"[1.2413891354881288, -1.963007872882399, 0.5149774218654918, -1.7098791321675202, -2.6107391522895655, 0.8897692447653205, 1.040337557371964, 0.9838460578837082]","[-1.462301788774586, 0.04872554226798008, 1.4092943683372856, 1.029809378953064, -0.0043501698202050194, -0.9530683068167062, -1.8025037585923769, 0.3025440788656947]"
"[-0.5080450817173295, 2.1590356123816172, -1.3359544125821714, 0.23975878262791744, -0.09734722393685805, -0.014678566600149195, -1.3877664202236546, -0.8779601416898475]","[0.5065206726693843, 0.5459880565359044, -0.476187810183453, -0.39296154097919905, 1.1752641141552345, 1.453002874860535, 0.7423448726068287, 0.44220304638455965]"
"[1.0221594022798315, 0.9655252953974989, -1.1519561631837603, 2.882150868586124, -1.0845784980037043, 2.1517312229268435, 1.4965399454168375, -0.5962516622659136]","[-0.07957806252057428, -1.2853827693050546, -0.1430577940637363, 1.2447631872295977, -0.9414076719774908, -1.049085684987225, -0.3560814523557144, -0.5684603325834091]"
"[2.002239891319108, 0.5345450841534586, -2.1042398856056095, -0.6398254388792247, -1.7496175519483224, -1.8547256166447372, 0.47488906261137026, -0.4567902871666068]","[-0.8550787620933789, -0.38898615009999815, -0.7581214694149427, -1.256294336209237, 0.322839238430601, 0.8670005680134159, 0.14741596928469708, 0.21273340298929147]"
"[-0.7365247191692018, -2.6208648962203487, -1.5932065830940525, -0.6178595813002065, -1.662852269391817, -1.4982235536021316, -2.1268480460818506, 0.1800728352038848]","[-0.011324869483681268, -0.6100090285273692, 2.058184716247284, -0.6516832886068544, -0.24289464718146303, 0.12598483354823273, 0.7026242079791409, 0.42267128733868015]"
"[-2.4514782143647325, 0.004979021548133137, -1.330900678366964, -0.048081088131868115, 1.6677601319949267, 0.057394262645617304, -0.46106144341130995, -1.9981455018289174]","[-0.08611399185912111, 0.6242886068915922, -0.25422316815622736, 1.0481691446525914, -2.0611951949256344, -0.4738412407755702, 0.2819740929374844, -0.7822398597284065]"
"[-1.0201020417646753, -1.4413716595527477, -0.5537792624153576, 0.6067683657793107, 1.5886233063321558, 1.1225750841825965, -0.9489155028095584, 0.37993805526472213]","[-0.9380896358710233, 0.6319585538746249, 1.5301874871564378, -0.9554007003925282, -0.41506961533337944, -1.2975436649318088, 0.0940849214587813, -0.2615685858973204]"
"[-1.3091101392440205, 2.4554947394190934, -0.18527637230549135, -1.3237672213950524, 0.007765530709838494, 0.6028425555350369, 0.5843353659984367, -1.750922898995924]","[2.344736812407642, 1.6015595294640346, 0.8297683607258003, -0.5170612132063823, 0.7761768778350855, 0.3510563528036942, -0.7293694722371917, -0.03438422562555328]"
"[-1.5614236249104398, -1.9978996155224493, -0.3121277487139797, -0.7604257992866693, 1.1020988541214174, -0.2598172352593233, -0.12173189135237503, -0.9473662626051026]","[0.025323442433655072, 0.5780012631273617, 2.308229085994722, -0.695329788840548, -0.5286674168274433, 1.1220714960634337, 0.1254980008155982, -0.3344849590944918]"
"[-1.8247380889939144, 3.1982998717765354, 0.5084297749817299, 1.5155389859384296, -0.23113323979216102, -0.8986547175214245, -1.1980435254125092, 1.6927127776832926]","[1.0489437950567564, 0.043865258345551175, -1.1913137118935642, 0.20650380832508863, -2.4362842369287327, 0.4906851485424318, 0.3752035406600907, 1.147372704998273]"
"[-1.3199410883385199, -0.9584104511572576, 1.807010984375349, -1.433377913422549, -0.7178058338635749, 1.4083273734707225, -1.6056325544947505, -2.0184052319075723]","[0.7452388216573549, 1.0090862865515444, 0.7746726768018978, -0.5643717881268818, 0.9003965657148566, -0.24442786619356946, -0.8544516256924642, 0.8386040876063334]"
"[0.4408807918497507, 0.34567476371306805, -2.007943101066381, 1.917648244168767, -1.684675237455521, 1.8224926221932476, 0.33874291928894734, 0.47798685550229]","[0.2112942870892909, -0.8115011498189677, 0.19629008331472664, 0.5443064053585329, -1.4097393037809505, -0.3647804896736648, -0.6930454205528987, 0.16039067748389835]"
"[1.1058111101263806, 1.1064560198246103, -0.7337028073188493, -1.079692431225833, 1.9413045883539952, -1.6155379909109533, 1.5288953100361224, 1.370030366281603]","[-0.08949258500268603, 0.3543022535509733, -0.7059936397420716, -0.24033216759979, 0.055526241586604734, 0.6630992468535228, 0.7468148909531305, -1.4701912092895566]"
"[-1.888927019922133, -0.21048143221363672, 3.377791839835467, 0.7709484873855297, -1.4148806680283572, 1.2004731499261754, 1.0669806962207966, 0.3610179172961642]","[-0.06395867542394335, 0.973157046203841, -0.7264221690161446, 2.1786235347554137, 0.629906308862015, 0.2318262505877121, 0.022952056624300447, 0.4153221960003734]"
"[-0.7933223883727932, -1.0637072723170868, 1.7544432963024965, -0.9169673732092979, 0.9384033674832856, 0.6662146402506363, 1.3874002746134009, -1.0530328941848797]","[0.2827578636876397, 1.697312767950988, 0.484022858137533, 0.7112431238298451, 0.9994753930394521, -0.206558829857925, -0.5597003184431355, 0.21646161671397332]"
"[-2.7640335584720814, -0.6326724871516388, -0.11373750849589145, 2.5812279094894435, -0.24568986233721032, 0.0012125630328693971, 1.1320373758142472, 0.6777518328079953]","[-0.026337628308195794, 0.602807311678961, 0.24789092399330387, 1.4461472530416024, -1.3579673276269157, -1.6253452137483646, 0.4548045560837437, -0.4639686447500541]"
"[-1.228276274016296, -2.2607698019257683, -1.0857624330491416, 0.895942880226821, 0.4031257120388606, 2.59979707914599, 0.506960383634153, -0.1600273871777788]","[0.1039477005318084, 0.4077855257217389, 1.8000831667823345, -0.10499035294700522, -0.7092528580485936, -0.7023179824664293, 0.9927248940426437, -1.3385309140600359]"
"[-1.4466040774730804, 0.9342562356899753, 1.8477940935598598, -1.6113508969574741, 1.3028526083351444, -1.1734520880212742, 1.362366326470674, -0.9975149122877762]","[2.9141897416686557, 1.2834357737622804, 1.4988995130945733, -0.40686564991350516, 0.7682783918142053, -0.6000969027342101, -0.7357861752225555, 0.0011247735247963575]"
"[2.135471454532232, 1.745539922757838, -0.34263741914905615, -0.45902177321436727, 1.752000737202243, -0.1850231045729981, -1.6406597399167908, 3.1414042699986573]","[-2.0049457320206514, 0.4431642836046897, -0.880736508995989, -1.0468746313861415, -0.463486691112514, 0.23839308643577686, -1.560613415554301, 0.29902397309126055]"
"[2.191009214203198, 2.455827188650436, -2.6752181128504673, -0.0928888631797005, -1.488940552300775, 1.3021882198583918, 0.5496881402366486, 0.26186696143671195]","[-0.7398085436100853, -0.9247418960930633, -0.33898557945065894, -0.07775431898070126, -0.6130741284399054, -0.10232555958109668, -1.9193328706532078, -0.3993250285754985]"
"[0.017462098946660017, 0.7323076379980704, 0.32088803170405494, -2.8574412519025407, 1.040412478548749, -0.35705891813072144, 1.0824988539923655, -1.6720799849109667]","[-1.2629295641306146, 1.8481733909591587, -0.3840693602414594, -0.6516073872586863, 1.1258092858091402, -0.5943065591638883, -0.9254907696178596, -0.13189338918313329]"
"[2.2357041486200218, 2.606057944684644, -0.922836506309948, 0.40047247507536937, 0.15886026072202677, 0.2925105339377288, -0.4163070606329757, -0.25444324438717814]","[0.1464560474174176, -1.2386144968149804, -1.4069504508129835, 0.11481960289048201, 0.2553290058704428, 0.06790138676129043, -0.4332138949025601, -1.0275117886398561]"
"[1.113452660647543, -2.3715284159714547, -2.2067299246506096, 0.6076706754696777, -0.7295525949541881, 1.0903289117840795, 0.003557329272847162, -0.4363355529776384]","[-0.9421248529450494, -1.8006759531476058, 1.297434282720793, -0.4943263474112584, 0.23475091269457696, -0.8059698767850932, -0.036298261067867536, -0.5306845902671965]"
"[-0.09796305798769618, 0.5282835857749375, -1.2350014745059048, -3.558704034125056, -1.000852725768729, -1.2275274418885413, 0.2511590464547861, -1.3660129143150392]","[0.6410526756653259, 0.5962869882524893, -0.0848145067940578, -0.10921046187349548, 0.5898632576594179, 0.23769506978099264, 0.49947882422868894, 1.584380353425478]"
"[-1.1031876445381088, -0.025474477653008986, 1.315905131642494, -2.282031477496514, -1.1076091636604666, -0.511300531498855, -0.5245798516234613, -0.8568237734749206]","[-0.014755343174361325, 0.6115799309163228, -0.5732878106920042, 1.0205477480438394, 1.4498384994256055, -0.244088359934211, 0.6200888816694283, 0.6325929911548757]"
"[-1.9361031255830352, -2.1041381645923, -0.39917640891192535, -0.11724293493054534, -0.5994083251200962, 0.12831639822172888, 1.2575695696639853, -0.1838927350406333]","[0.10952387399295309, 0.6417281860837106, 2.0699835772844053, 0.16862338490058215, 0.1708853160735039, -0.3660323803857542, 0.33271836313473063, -0.9665887238333913]"
"[-0.6345705777407372, 0.5908026472135611, -1.62140297489119, 0.7443699969744924, -1.9209320973682253, 1.3853268136886778, 1.006958659017632, 0.6750502609827204]","[0.38300851780324413, -0.41167962421271376, -0.10568474087974188, 0.857067083041088, -1.44063567865843, 0.04102024406204536, -0.361716223340297, -0.8089968000169165]"
"[0.44258674546767757, 1.7259930082073374, 1.9979001020609986, -2.14851409390208, -1.5516707823941587, 0.6639158820938388, -1.1536314481117453, -0.6775818150992154]","[0.5291143423660102, 1.009341277401396, 0.4775681572045434, 1.177276402901731, 1.5586082516885438, -1.1772444965310243, -0.9028513429491398, 1.4184504996112215]"
"[0.5432568117429485, -0.8420013453924537, -1.1710943885884166, -1.9382683924039312, -0.985367501314018, -0.2262652663423768, 1.2801868342924703, 0.4022462148081713]","[-0.683479115427112, 1.4188651932561192, 0.30665677849498085, -0.692256214078887, -1.097238692592174, 0.40129151105690275, -0.7312500637545958, 0.9366747680741305]"
"[3.7750491042794607, -0.968747580964276, -0.10953679820253513, 1.4016364933365228, -0.6000899829622921, -2.527878505982159, 0.4633367945314605, -1.040848180343572]","[-2.041872519424253, -1.4940453134286582, 0.7114679745386377, 0.8615847010011751, 0.23950987950298866, 0.7642609004542356, -0.04490100266695482, -0.0032848987930391366]"
