image_embedding,description_embedding
"[-1.062515931799447, -1.0088518881790183, -0.443044230125015, -1.1793498743718995]","[1.2108373430325392, 1.2088388152653227, 1.5323063163339559, -1.7439793634081473]"
"[1.0354792199026903, -0.704906761285003, 1.017187218291256, -3.5858720319442474]","[-0.8370857254525164, 1.1599673469108014, 0.7592720879053475, -0.12107482275946665]"
"[-0.5666810147349832, -0.8159346597362911, -2.1494634089159024, 0.29288458986748356]","[-1.3277033509341627, 1.122069277604639, -1.2061551625910394, -0.14319390710373672]"
"[2.518038961732498, -0.1401939171397826, -0.09006487947085168, -1.5734178788702373]","[-0.17402946348315582, -0.9583139624588386, 0.4446578031044065, -0.9729773191400563]"
"[-1.8640661601963229, 0.49867571896805163, -1.016622166533834, 1.0253833361819655]","[-0.07351866835373679, 0.4627832151006355, -0.15419074798409135, 0.28599449211762995]"
"[-1.211525750925545, -0.8568791762000685, -0.39107389985538293, -1.6672390443887768]","[0.4485230758629705, 0.5321448457611178, 1.0379450789165423, -0.613762531039442]"
"[0.5248109502125586, -0.419781508907396, -1.5240497008362355, -1.4153771827841004]","[-0.4694094858999867, 1.0860893562586702, 0.2820144272428451, -1.185890933804257]"
"[0.43416961539656296, 0.34550856072789593, -0.8811646696066233, -1.4172547602111334]","[-0.54338589760326, 0.8265756129483226, 0.7285147482208215, -1.183749949410717]"
"[-1.9137866674244184, 2.4401688648880544, -0.08297212738152691, 1.2930672072258222]","[-0.6741996916235949, 1.0376993296471857, -0.14202769755869124, 0.7125694803613392]"
"[-1.0744550890351399, 0.35956251879228585, 2.5068023068841, 1.1566914886289137]","[-0.5628055563205318, 0.7380562788092523, -0.6197246541083492, 1.6263440966515927]"
"[0.8658841420899231, 1.0698869108330682, -1.2664050097235102, -0.9729694096613789]","[1.407009845122468, -0.5001866582743689, 0.1023030140885021, -0.5459794780464174]"
"[1.9410451953288508, -1.639541098677437, 1.3263372592900746, -0.5995465687007275]","[-0.5804417094068657, -0.9874108721917939, 0.12942168433133222, -0.599151916065225]"
"[-0.9195904519887145, -1.6391430381131507, -2.0589331118243206, 0.5311029350087926]","[-0.31507288910023573, -1.308321657863657, -1.1251333749766819, -1.7798777747906391]"
"[-0.7643591385705084, -1.8376079207783715, -0.4634485950173434, -0.14551785918190957]","[-2.416506272941899, 0.5588320292969993, 0.19171504351868263, -0.4307202030948497]"
"[-2.658722243431207, 0.525970284049302, 0.34228915399594767, 1.178267789088206]","[2.855560809396901, 0.8109363419559062, -0.7622095064879142, -0.4954106588279262]"
"[-0.14037620972226178, 1.345190470239822, 2.15623663992194, -2.7038883899849315]","[1.235361745630915, 2.158591536403513, -0.2784282568534191, -0.5700624146680234]"
"[-0.19293660065408783, 0.007817095867375723, -1.1624909271624062, -1.0660244437839395]","[2.250400041564125, -0.08550365912678368, -0.14904925853926315, -0.3453820534794052]"
"[2.1248194922021106, 2.936988718573094, -1.8361717407814648, -0.7780352308772664]","[1.8059396204746971, -1.772799584666153, -0.6226441760603728, -0.751595675171182]"
"[2.849347845951711, 2.3481269897953476, 0.6283534574722275, 1.753755387173299]","[-1.3301292924394006, -0.08572545875201616, -0.4641061784895069, 0.4145748643342963]"
"[0.7745777929239732, 1.26333836130995, -1.711494593179209, 2.8917192550247854]","[1.3962837667591543, -2.1157575355973224, -1.1324608146685902, -0.13314225849130915]"
"[1.5530138703147998, 2.8905107220655624, 0.9427544023254093, -1.1822152484554647]","[1.8709502743141448, 0.747406606921402, -0.5812254486075336, -0.2573028463208639]"
"[1.005299958414502, 1.1033171470611396, -1.413527871882321, -2.4544805831339067]","[1.6452748719970685, 1.0996875350904682, -1.3449423018927078, -0.9191299651051824]"
"[-0.6219966700526459, -0.3418336152410775, -1.177522960596518, -0.9891770259967192]","[1.323770195489704, 0.013444801995314854, 0.43181588988029007, 0.7306766819683542]"
"[1.0655850034061385, -1.7714417672979097, 1.3375838817982963, -2.8122182040678343]","[1.3953866285745398, 0.40702998939849894, 2.3538273822233355, -0.773223034780533]"
"[-2.2298539110398226, 0.13600856319537966, 0.9687018798913871, 2.597149677423878]","[0.664571169155551, -0.36236492320321395, -0.2531328061428355, 2.0274115681603644]"
"[-2.2151080504580403, -0.4985315513821381, 1.7118934648191713, 0.33061755769127454]","[0.6494396576807102, 1.6294295744735359, 0.06184844941714436, 0.19983906262521833]"
"[-1.4935281541518188, 0.929751505717948, 4.067309234988415, 0.045195098980513736]","[-1.5261301075554248, 0.6927355462703484, -0.7719714974298993, 2.1955099146977854]"
"[-1.343453599059995, 0.8033974306614369, -0.6162223953080588, 0.17326629933867335]","[1.008337536561351, -0.20938914750855903, -1.054683707377078, -1.4353963945451327]"
"[2.6483429280832946, 2.5521030965147706, -0.4790311473159274, -0.6142404408241147]","[0.4027819187857152, -1.1061827826408188, -2.180204844639786, -1.1874603958753434]"
"[0.34417417481606616, 1.788394653148511, 1.9472708767936275, -2.882062103275838]","[-0.280006321049672, 0.8778926133773272, -1.0118189877928434, -0.2572065867191773]"
"[-2.1498588371564717, 0.6002420729252291, -0.6404243500003738, 1.6812002436448177]","[0.3313937949945179, -0.013138769164075756, -1.4222073805534914, 1.2612938324036624]"
"[-0.9155705430325051, -1.519008812152184, 0.7578045410474623, -2.671020242537019]","[0.4546688103210655, -0.09093319995568376, 1.6269502938256764, -0.8155958775261515]"
"[-0.07775419470414567, -0.16101228464246753, -2.9194686707427198, 0.46009453282215174]","[0.17991980780858827, 0.23440383333374795, -1.2333056685618833, -0.20020413938257098]"
"[1.8502702445847634, 1.0845451519962195, 0.43148554956592633, -0.9033395165340847]","[-0.7106369234056377, -1.0059515353288164, -0.6034589523246625, 0.504238386511542]"
"[-1.7905046326535836, 0.04569281000022955, -1.0378858821288235, 1.431676380235806]","[0.8894689913931306, -0.6675031510341032, -1.8691195401784184, -0.9619439945466112]"
"[-1.827423630131877, 1.2091432956615191, -0.06682473524443118, 1.2582845484072174]","[1.26398002099142, 0.005208727858866141, -1.656713974303402, 1.1813968025316994]"
"[-1.4404538018481723, 0.9498341040579545, 1.1772863549907915, 0.7990604649432023]","[1.2689749276750724, 0.6069357308223597, -0.7241917331681196, 1.2964962902268862]"
"[-2.559171086815239, 2.5027851639886523, -0.3685768722040544, 0.8544024711233464]","[0.6847549641964445, 0.5183575243294386, -1.6085277679380499, 0.8249564181410096]"
"[-2.1275827478359877, 1.7363402282189755, 1.141940470378336, 1.290360219019459]","[1.1590552149405928, 0.1034867993201551, -0.004511566888103483, 1.97545166100805]"
"[-0.6620217914189225, 1.061726037696109, 1.0939841503889234, -0.7943063874470593]","[0.05833177802447974, 1.3445626765584135, 0.33636837712913403, -1.982680091215977]"
"[0.07605675127338613, -0.8101235689979405, -0.6455206575633972, -2.9297103056417497]","[0.17114348633504278, 0.6971411181840196, 0.9090485956122176, -0.17407987804547279]"
"[1.2516419958545868, 2.0399475242382805, -1.7989197211661225, -1.5972901150990726]","[0.0886292662550934, 0.7290835726517995, -0.4275205029592959, -0.5495663883743064]"
"[-0.7977589321793837, -2.3443200854603643, -1.0252668473518647, -0.6056377670156403]","[-1.3630649195752071, 0.822955320415675, 1.4544593298165973, -1.1456249473575166]"
"[0.26775852340515155, -1.0384240381812535, 0.9773439791199691, -0.23702096710948894]","[-0.6793583003814329, -0.13987970805791883, 1.0324753225343712, -0.7176942170311112]"
"[-0.3631560228103413, -0.6383009137199376, -0.11370020155048713, 0.4708061810001184]","[-0.7938291285345133, 0.20708877094318945, 0.9186506970720877, -0.15767793216325177]"
"[-0.2250753553082301, -1.4678638520466503, -0.7933706138778794, -0.3058858472431108]","[-1.2021829826322084, -0.4401942020416148, 1.0768780101611566, -0.3547883182176384]"
"[0.8081360281806763, -0.46183689505988107, -1.1352872083095902, -1.5857800513587768]","[0.0958515715692545, -0.7228868114287075, -1.5800467848448445, -0.07477652827568888]"
"[0.09494798809193336, 0.0095339575087436, -0.8788186658615313, 0.11076113348316052]","[-0.2783258958128399, -0.8623752390522842, -0.1771197806808734, 0.5119987281507491]"
"[-1.9513864092788316, 3.4732473763579743, -0.7181813302555782, 1.2040486589583703]","[1.0322457714876907, -0.17078857520415036, -1.2907433845217142, -0.3294063355200175]"
"[-0.16107733841715577, 1.272788133495398, 0.30956683118914874, -0.3435227502142161]","[-0.5879792409590578, 0.4161183664025684, -1.878652954698469, -0.7867171342306413]"
"[1.5131705949776966, 1.8810360471299972, -0.7863395660082071, 0.4982476313690119]","[-0.28653029034924116, 0.06298428079483236, -1.152539168753747, -0.4969444429457505]"
"[-1.4163750312296568, 0.7507002614355724, 1.771229312278602, -0.06895208460912818]","[-0.7440003385321016, 1.0138544113589576, -1.3696714307687703, 1.4554495397021647]"
"[-0.1972646881954138, 1.367070012426614, -0.3339460499369072, -2.2173812387551046]","[1.6654942365143013, 0.28851833460545, 0.07374410433986063, 0.1528827355006686]"
"[-0.8946596074575736, 1.474913693109405, -1.688404000558853, -0.3931403046716937]","[-0.08745957769083428, 0.7310146036581223, -2.025919976622973, -1.1674782982533598]"
"[-2.105990230418491, 1.4173368386918455, -0.4875507222433939, 1.5606039422121327]","[3.8119390066954963, -0.8530721521728943, -0.6238932170938719, -1.0447024472624584]"
"[-0.6209592196926121, -0.37920708327677854, -1.817215925033151, -2.1788636395458507]","[0.04037499861323826, 0.36042450625742567, 1.1784982232054828, -0.1981018834444486]"
"[-0.9763881123491601, -2.060971092938422, -0.25798820745042955, 0.4326724377522615]","[1.5063809586071315, -0.18318236065303053, 1.9184345837082537, -0.10859185018927285]"
"[2.334468937919706, -1.314548206953813, -0.8889904391265657, -0.8321448763482436]","[0.4722129740471563, -0.570158723791645, 0.5296428571348858, 0.07114575200819662]"
"[-0.7291774075030107, -2.7330730350961705, -1.3184796078286505, 0.11616000186375448]","[-1.5032058272558135, 0.5280874604002628, -0.3379533492467765, -0.6052915143301405]"
"[0.43040455578651354, 0.2649671723977782, -0.5457456471291398, 0.7934437909640153]","[1.4003879383714049, -1.842863635084266, -1.0377927438234245, -0.7286670224561383]"
"[-1.3043002873592269, -1.9724112792792203, -1.306817797401266, 0.08837539402780462]","[3.517141692291116, -0.5175811801826716, 1.6188679078165713, -0.6094501867502634]"
"[0.3695226032128176, -0.02581590078083065, 3.226419578479568, -0.5395501401491979]","[-0.3251718748712128, 0.9330234657565837, -0.8915623361086027, 0.9628660279653684]"
"[1.235418828432915, 0.7755674879759973, -0.2820450125454075, -2.4771240468963236]","[-0.07441421854279313, -0.3230755337804286, 1.1792998031921063, -0.17076160819055036]"
"[-0.9625766072926192, -1.74154906118108, -1.3904059939330466, 0.7015645751704539]","[-1.1628818252923434, 0.0955892545984187, -0.09127437906969424, -0.6145346616922776]"
"[3.9534658471765898, 0.26131282682817053, 1.0397072307546738, 1.1837386696332617]","[-1.3783202016470866, -1.1295748769813676, 0.2107857179856798, 1.1883220249126372]"
"[-0.20269813725016506, 0.17481207776939028, -0.7759153217274803, -1.9977505680030456]","[0.5350804277942055, 1.803852082241213, 1.954894363112069, -0.6667225852177567]"
"[-2.015431222160668, -0.049584821947264685, -0.07295864386381308, 0.28755093093241024]","[1.6480603737155517, 0.7729252686574677, 0.07186210106333278, 1.0919122391271316]"
"[-0.5033555102436339, 1.8265382364727292, -2.6444771264012386, 0.5842953279450575]","[3.2208091398506906, -0.5596277078179065, -0.3981167700040792, 0.9284834617619357]"
"[0.9556426799940309, -0.6933236178067358, 0.0541618594254002, -1.699183673103097]","[1.4703510361880718, 1.6772504283769631, 0.178669721693674, -0.46744013491446346]"
"[-2.466759528669408, 1.73555428705426, -1.2401254545316367, -0.33043458677693627]","[2.028237106104203, 0.7626312016494547, 0.859664069651092, -0.41103028274609504]"
"[-1.477991860734519, -1.764454318559282, 0.9680244249395881, 0.02433895979615707]","[0.5940802372109083, -0.17854711325696063, 0.9794866507526712, 0.4560292032028043]"
"[1.787105526151024, 1.9256305670762062, -1.0266174262068721, 0.011908092922443207]","[0.05801745316408342, -0.28522653344627924, -0.6883995385556908, 0.9010336572124332]"
"[-0.9703489915276179, 1.7048797099466249, -0.6937440210531493, 1.1937318666552397]","[3.472500710757866, -1.7308700040049996, 0.9680226022269944, 0.49087094924602825]"
"[0.5725377513278525, -1.2894258641313703, -0.0828051160256555, -0.06430013460174486]","[0.3212265202530484, -0.3888227160092741, 0.5525178066190841, -0.7074005904953745]"
"[-0.8444027605638987, -1.0178539800422988, -0.6702703476123859, 0.25723325521590545]","[-1.3823251511811767, 0.6868537307294411, 0.07055318460088263, -0.8507774766139231]"
"[-2.1040781137736757, -3.0447984685480542, -2.388748469005601, 0.4642369651526421]","[2.413889575686591, -0.4206685868567071, 1.7980019604048307, 0.047820186628971445]"
"[2.158118965395182, 2.263747833179081, -0.6909011916966277, -1.0270075183123963]","[-0.5725847315718091, -0.49684183444951174, -0.7970960392359604, 0.41075762748008915]"
"[1.1919275069183723, -0.28448996174266256, -0.5290032263674392, -0.29476639057534726]","[0.2446550225441945, -1.655681893180833, 0.08959863672715325, -1.89242416597701]"
"[-1.1040892443217438, 0.9249269288803585, 2.9515592602215617, -0.4679947486948108]","[-0.2208445377974088, 1.7080276622349673, 0.5272534715600288, 0.44842749274598187]"
"[2.2623520335838005, 2.497062437678137, -0.5751474156314592, -0.8174735952500113]","[0.3932519694598116, -1.31441259603634, -1.2136725296407955, -1.1702827395487805]"
"[-0.6300445923001472, 0.4884415555158704, 2.3048025445452978, -0.8710021539276521]","[0.6457707535316614, 1.3044661496042085, -0.31416020907049064, 1.6686012373118542]"
"[-0.35610536293534933, -0.9019124950271855, -0.9404540201573506, 0.9881806212953763]","[-0.5945263104666523, 0.21234222133966818, 0.6205812873433177, -0.7025361559370468]"
"[-0.6361903854404959, -1.0927245033832316, 0.34796355378056004, -2.1388886915910925]","[-0.5151493871154871, 1.0702243457631937, -0.39322935919945806, 0.7666618431474458]"
"[0.3358789221596046, -2.650702759393029, -1.9071012022805587, -1.2060478035239648]","[-0.6121310680981705, -0.5750539442122967, 1.549152584513839, -0.7765427579217918]"
"[-2.3369929425389278, 1.9415408480467753, 2.794097100145731, -0.929574371956831]","[1.595890050421216, 0.5802912142199369, -0.8549869741245101, 1.272476823669312]"
"[2.2583977368908577, -0.641420415853238, -0.7999837194354277, 0.47421913736129345]","[-1.304654357134437, -0.5755387775156471, -0.01877452650775754, 0.285684927541048]"
"[0.3206574638907507, 1.109675074353473, 2.538383361560308, -1.8115615273773802]","[1.1542715850213756, 0.5095020274051493, -0.8519548219221178, 0.04264297337834313]"
"[-1.6226965347009392, 1.4296067752340325, 0.7351531517198923, 0.631323192401542]","[1.1501029701916843, -0.40031971970713903, 0.29595892893382647, 0.6594539922493894]"
"[0.7532342079539739, -2.2851436869530266, -2.0547183246540084, -1.887698478179802]","[0.7819033378456982, 0.01401862560593537, 0.6673909776261097, -0.49872240398634304]"
"[-1.7047660199407382, 1.8337301652317175, 0.33461238680062605, 0.1865652556767757]","[3.4969980524932165, -0.6058209583706361, 1.0497225151608542, -0.14517724734881163]"
"[-0.13913526823842334, 1.310572894254291, 4.090691918432566, -1.0703278840799322]","[1.6885476737308673, 0.14605758318397621, -0.602346741517577, 2.5263109557617462]"
"[0.9253046759657055, 1.857835409517712, -0.523471979023662, -2.6269791308879844]","[0.15103637251823782, 0.392020068638083, -1.5941395718222606, -0.8331403401026749]"
"[-3.412331187449862, 0.8812408844789866, 1.7889909067937597, 0.8396064142991508]","[2.0710892799771328, 1.303950837663011, 0.11498383483836365, 0.2454542330070929]"
"[-0.2583818759845399, -0.05734492904616868, 2.034507797108945, -0.0798558033367124]","[0.11081315691551478, 0.7322328358450794, 0.4779173657882774, 1.7073489918881795]"
"[4.471071639383471, -0.9506545496056633, 1.177462713400456, 2.1767975759226847]","[-2.152478588977272, -1.338700269333282, 0.15887948716966419, 0.4182374947889165]"
"[-1.5396224264561753, 0.14946246134774513, -1.7329214612152484, 2.264003972969331]","[2.2517485758177886, -0.8675908384136359, 0.07089556551058715, -0.48244934904749537]"
"[2.284870649952083, 2.963979116184356, -0.20337115201213848, 0.8571291810042481]","[-0.16267709614202552, -0.837051174350643, -2.026172306131333, -1.116316197545691]"
"[-1.2525713422738551, 0.16054962074537038, 1.2206534089590781, 0.48649880369965876]","[-0.6388717658762983, 1.0934724882804912, -0.09316831152873463, -1.0314682513873434]"
"[1.1304777324916704, 0.43352912379134395, 0.2265611849527199, -3.2354446787055995]","[-0.22417141010311972, 0.9675307030709951, -0.8629825485689825, -0.5678105011593536]"
"[-0.8872777114875131, -1.0136521058207089, 1.5943259747617822, -1.5153999983017268]","[-0.5296502166780231, 1.1558409647541252, -1.0870131748362173, 0.26091173599988265]"
"[-1.2505900738546736, -0.4283047965442977, -0.3467270842478507, -1.6653208901694185]","[-0.16454396204584976, 1.523235888891513, -0.05546287627791244, -1.4583257842810429]"
"[-1.0145977565970679, -1.1907193699201268, -0.6092671065481323, -1.4105197898628192]","[1.5432986036983947, -0.6615678276329648, 0.7571187579046227, -0.24044946885361207]"
"[3.1179125460788417, -1.8049982573785204, -0.8561870816838603, 1.3191678439896473]","[-2.638486284292117, -0.9198643424950093, 0.22680124738629234, 0.47857661464105117]"
"[-0.5247713834279739, 1.850865821180117, -1.4690765218119703, -1.8942790791030504]","[1.0315656413089438, 0.5506598096990117, 0.7369756979003035, -0.4834108640067881]"
"[-1.1190283291083665, -0.7902323183781225, 0.20473728490577325, 0.007825092596516675]","[-0.22703390186857125, 1.1432484901454365, 0.5870159248835639, -0.35322711830413217]"
"[1.0218602241511503, -1.8408771063694074, -0.9473097490232295, 0.5753568498200968]","[-0.15938169649260336, -1.8632618504936909, 0.03902577600099835, -0.520608789147908]"
"[-2.2752640119178404, -0.0997211372237092, 0.6783771335122448, 0.1444830418539142]","[0.9102464674212274, -0.3792481813694875, -0.8875316791457378, -0.7357473302804153]"
"[-1.3927682436381335, 1.828521114464786, -1.1321446127960981, 0.966295724595446]","[0.021870907908138493, -0.07277786822974897, -1.343225239434162, 0.29802629143077075]"
"[4.0422060037261485, 2.6202850886380977, 0.394544624730584, 0.06996671029049975]","[-0.9173108278968021, -0.6271578599681281, -1.697149580857254, -0.4142911417699692]"
"[3.0027752236051044, 2.682749117898574, 0.8017529297428991, 0.181695989927582]","[-0.5435632897375178, -1.1766911593130174, -0.7628013043802571, -0.35501426963178395]"
"[3.6850450660863348, -0.19035532704757038, 1.5306758802037266, 2.713301284943966]","[-1.2087190303147854, -1.7331665397858653, -1.0806990743899438, 0.2463997916848701]"
"[0.6316525736814459, 0.8497255539930522, -1.4693967062753173, -2.8043055198551476]","[1.0466687546892748, 0.04932545455577825, 0.04500332763620438, -1.2228604048743947]"
"[0.7651411015872068, 1.8460847401832912, -0.8712701214266058, -3.025797231097769]","[1.8776712072684345, 0.8493768466074287, -0.5795941839693478, 0.6390810906111533]"
"[0.5590249978668427, -0.3887825855402682, 0.5645644140938095, -3.029700177141151]","[-0.21089994021806677, 1.0346039807828624, 0.3227123208591236, 0.6673535942533406]"
"[0.02520099207630965, -0.6511714674863902, -2.9833609725581725, 1.1870495480318615]","[0.534578903325072, 0.8174355810889727, -0.519537309524411, -1.36036232126382]"
"[3.605357142561053, -0.5655749823645811, 1.8262347873769773, 1.8068473288015334]","[-2.8732962728599465, -0.5070445346661292, -0.0005249906466191179, 0.9132376829000636]"
"[-2.6760418730627444, 1.6263741314419164, 2.7575952186954726, -0.13589468657089113]","[4.55492693977008, -0.029443446172990564, 0.4442113855048432, 0.21426259188902178]"
"[0.7602042981420829, 2.009193981264046, -0.8090071190963025, -2.4385294431271523]","[-0.5125942552977009, 2.220266569592498, 1.0614567738085132, -1.7755580572127667]"
"[-2.8124180820078952, 2.277328068649277, -0.14681183033517878, 0.021475743663512133]","[1.6657499083113672, 0.8106391314926814, -0.5234743272399464, 0.976685627653705]"
"[1.7368198725275978, 2.9152187298569965, -1.8627521158383014, -0.41173227903793497]","[-0.5433023614720058, 0.04584379586192988, -1.7139230609110896, -1.7551030219905124]"
"[0.6620152596953786, -2.25824585221376, 1.007298846637339, -0.5513439556675342]","[-2.4248787020833644, 0.4180726451517244, 1.5619486015971813, 0.23543141036707327]"
"[-1.0508912955277603, 1.001520044071328, -0.5629959826780089, 0.3727750619008296]","[-0.2596964044258297, 0.31239086034306957, 0.3405167697045805, 0.966218792395017]"
"[-0.04967400947400355, 1.238445215672509, -0.06880956623566295, -1.9126798147811905]","[-1.24732756366759, 1.397602100479983, 0.2615655550284659, -0.4560773827923107]"
"[1.6092378244799461, 1.15451047113649, -2.0471211235590308, -1.536964515928164]","[1.191986820044096, -0.5244154399836544, -0.5687491145105052, -1.1117938352211607]"
"[-2.7099582221937353, 1.869375979597018, -0.21269154306857446, 1.2562728256780578]","[0.8500804674487398, -0.14093114199257017, -0.5357541258995907, 1.5923478328648695]"
"[-1.3188905269646336, -0.4548610157547748, -3.666606781944282, 0.27360263684999797]","[0.7110891428737832, -0.5909124957226995, 0.4716292881822087, 1.2834473797431516]"
"[-1.3360104174805287, 0.00031549602120862683, 0.46470199201032286, 1.8536159693609076]","[0.35520372771240294, -0.13711746220688628, -2.6230020615179117, -0.594086050015548]"
"[4.534513518128884, -0.5598556610730531, 0.7184938506302166, 1.6487278898529172]","[-1.5455695664415734, -1.3898308296330175, 0.7768819142372005, 1.1721559669280461]"
"[0.6130734203471074, -0.651225641788236, -1.2285866702008663, -0.017867067209063107]","[0.08982495058751697, -0.5001506065055491, -0.1943759093904275, -0.7383082281164972]"
"[-2.538667808643797, 1.8475386698941512, 1.6941585993163253, 0.4840572166032992]","[1.5132833936491314, 0.4260064155972241, -1.3563487934831482, 0.7258646492870571]"
"[-0.43331109305312965, 0.18261224461607795, 3.49911511024348, 0.7385406214803779]","[-0.746922846355005, -0.2768311144097363, 0.008046710395047105, 1.3922162022327795]"
"[2.3274770180512663, -1.799172183866637, 0.1905777438845134, 0.3626601184398332]","[-0.6815452525069224, -1.8148448639739005, 0.13016671366236482, 0.08787468811073279]"
"[0.21426390981382876, -2.6174411017804857, -1.383392604968001, -1.5008640533844306]","[-1.6571352466696783, -0.18132320408082012, 0.6821037380958141, 0.6926277301241108]"
"[-2.214507468396114, 0.8794564769346378, -0.99620743521272, 3.015231648034849]","[1.4930513170806141, -1.0492345786597947, -0.760871963033681, 0.819643585383319]"
"[1.44298638399198, 0.826242978439573, -0.9554613357767927, -2.280090898346884]","[-0.22744626033057924, 0.5980613318176204, 0.3616475686971161, -0.5522223052360384]"
"[1.3866930689492398, 1.143718877522343, -1.8019879595003874, 1.0223038185894517]","[1.7591345580646058, -1.0821295968548565, -0.2978436543837801, -0.7153443548132633]"
"[0.022384849734082814, -2.646891037267876, -0.12579056811478817, -0.6039130592851741]","[0.9530586773901083, -0.807963694695884, 1.376266952534063, -0.6792429635329695]"
"[1.2942165080404988, 1.8790570731958995, -2.6041167576218207, 0.7282822053514505]","[-2.021169534575775, 0.6289498099099945, -1.3645099483401812, -1.218140632990254]"
"[-0.4768936614556014, -1.8553068422298178, -0.1587737978754584, -1.2590308111150075]","[1.0774267960927388, -0.4582060322652699, 2.3938454043007016, -0.8564905543013981]"
"[-1.660825897386372, -1.7761824148621053, -2.476498494051807, 2.0105538069424185]","[-0.3095277650701201, 0.08457488723913674, 0.6102840759804282, -0.36738006431464343]"
"[0.8945807026805207, -1.0447690451158, -2.272441154711478, -0.7014200577724711]","[-0.3388730748885714, 0.37384211489496383, 0.4673915996406785, -0.4560601454337361]"
"[-0.8564082909333552, -1.3530380813741931, 2.2783139558609005, -0.5766400580546286]","[0.3238476327862368, 1.0618630049315618, 1.5706765672375134, -0.39713417870955703]"
"[0.9548282943860904, -2.1984897959388974, 0.525902013434248, -2.0500050686818683]","[-0.1059039333504848, -0.8993780058101603, 2.284008349693474, 1.1629340725809314]"
"[4.183127379043719, -0.021332448926830866, -0.6936903875209117, 1.9669518230787664]","[-2.699114712762484, -0.8626079488286091, -0.14435354198111003, 0.9803109283597895]"
"[-0.6226005457857903, -0.7393858517228533, 0.5489155453669079, -1.5925444336454593]","[0.9982162196649651, 1.2743621564785743, 0.5907852159845721, -0.14305258110446253]"
"[-3.1321759156116635, 1.1078426585147458, 0.9884653363716891, 2.0190042460477273]","[-0.5775368970950322, 1.4133088805623146, -0.4200060417014662, 1.389271956692544]"
"[0.1375958286999139, -2.440486954361305, -0.27892582094029483, -1.4825137068349994]","[0.2027133115210294, 0.4805914106471368, -0.4931907148915348, -0.4822228700324904]"
"[1.1379768593747823, 2.053534959863731, -1.4821673350662317, -1.8391600302116518]","[-1.8918020460272345, 1.9256698345265864, -1.1506055072026737, -0.8807008922245753]"
"[0.6631856705971205, -0.33360999949834286, -0.4379844435991722, 2.2208945858598996]","[-2.1951338721040425, -0.737148640706422, -0.5281419196251571, -0.9599817979795676]"
"[0.5596230115523577, 1.5884724756862547, -2.639315395745334, 0.4480464214293433]","[1.703199071249243, -1.7491448052128986, -0.7790223338569314, -0.5729947358677725]"
"[-1.7080377827522297, -0.38830114395379617, 1.8381721003613418, 0.9546660847409384]","[0.47876880742672295, 1.3616496164066543, 1.6170485360867437, 0.5244912506228963]"
"[-1.846236968490843, 2.1757315710153113, -0.8956456529429743, 1.5202265742658125]","[1.247746486168409, 0.5012018014302596, -1.2807869706935022, 0.17470800465558833]"
"[-1.2262547130756976, 1.7738779078580007, -0.19733654893815614, -1.0408052915331294]","[-0.18239097014738212, 1.8839783231050844, 0.44213956469265486, -1.1731900222742273]"
"[-0.597007978144688, 0.5280087275821423, 0.47473182923398694, -0.3196003860345789]","[-0.7852937244091137, -0.3427745356576387, 0.5519113537862461, -0.27761472933414766]"
"[3.847616797116175, 2.1038795553910714, 0.16283506954097451, -0.4630419395683297]","[-0.5900325398304009, -0.3656933389967997, -1.069508775001105, -0.33324888827001137]"
"[0.7154615380472873, -2.3863354719370964, 1.9337238267970092, -0.7366266671166684]","[1.6348665369068343, -1.0327432640183059, 1.913629348046616, -0.12696367702132175]"
"[2.120831498398424, -0.769798762855201, 0.011208063255885987, -0.9653799813852294]","[0.38327104646903215, -0.4352209040009791, 0.8855468561073124, -0.65696106802557]"
"[-3.0721847137673843, -0.08819822257339281, -0.0004824085624655597, 2.5704022907590915]","[2.2812180128617086, -0.6685735745894292, -0.48249579914820007, 2.0432075298868457]"
"[-0.8908910351172815, -0.9819789298045041, 0.41202909925528, -0.7741927091910978]","[0.7800729562632472, -0.23750883521221922, -0.7716271575808404, 0.33809490470866876]"
"[-1.5029477416866, 2.199751524993456, -1.2157124681283666, 1.9267472509738182]","[0.19377576004098962, -0.18009696586624097, -0.8649097765653572, 1.2373265953534636]"
"[-3.0283830138807626, -0.06371997335632174, 1.028025757019929, 0.4108161767569273]","[1.3784649179542414, 1.183684054517852, -0.01691671693034154, 0.7798554128906672]"
"[1.6954745964395692, 2.650924516691284, 0.14379216619165372, 1.6919976072893617]","[0.773838560225843, -0.4917162536830952, -0.932250840877139, -0.18573014203835586]"
"[-0.6566427516931204, 1.5745215641630264, 1.0417515864462916, -0.028732542636751603]","[-0.5252165351988396, 1.1586536162227408, -1.9402479326720308, 0.38298417449560146]"
"[0.31443317634706996, 0.5656380485021869, 0.6946109457466297, -3.2099252907912548]","[0.21297767591203312, 0.7405769477139621, -0.4652656926677265, -0.0004720286654971425]"
"[-2.0407595942174686, 2.8759253939547675, 1.9460335848125874, -0.39229461615487865]","[2.4182071261241695, -0.2974191703803099, -0.2750350992004777, 0.42330920048998855]"
"[-0.6876260701335424, 4.235278950208242, -1.4630121527473154, -1.5508466046377352]","[2.1110469355355903, -1.022735348186353, -0.7542355473023913, -0.03106122526321211]"
"[-0.2979146202161975, -0.9835666652970919, 0.3816409329722195, 1.3616824947796051]","[-0.7164471587847765, -1.0034737411709518, 0.5179806020660401, 0.4120829304697766]"
