image_embedding,caption_embedding
"[-1.1677623341317336, 1.867189893278139, -1.3327668297084032, -0.9055716302860022, 0.47520556742371306, 0.40103762389293435, -1.07764313377027, 0.36642939261377394, 0.09844097077172333, -0.623994358278561, 0.44144634042866404, 0.16384018020314375, 0.1867310017555424, -0.3627208159817727, 1.0233833982785907, -1.3559279623732052, -0.8744390017128968, -1.8017369319129297, -0.7319541632523734, 0.6386665506751371, -0.31198640286284895, 0.21683695258628718, 0.32125871107400056, -0.8559365384832772, 0.5246188655785476, 0.8918743890995363, 1.4426613228801264, -1.540573541800832, -0.7924896644890682, 1.25320169589443, -0.5398917980404373, 0.5111004547204622, -0.3021488517517901, 0.7206316889558804, 0.6358680414399303, 0.2330834559111712, 0.17901297089893609, -0.6109625665615576, 1.012686232665799, -0.09729595570678204, 0.18394899618398905, 0.4033558575548333, 0.7166305108903173, 0.638423598254288, -0.5261007747329483, -0.16246241910261425, 0.50834286220469, -0.47259100524352754, 0.14663933493097506, 0.0278252030060787]","[0.8056360230458742, 1.4315424771762484, 0.5056596862634108, 0.15440107936511124, -2.0754350232963192, 0.006190128254768602, -0.09183310718412961, 1.0216882187591583, 0.316479031406057, -0.12587228367350833, 0.5111137554890929, 0.03885813194355246, -0.31679914876154686, 0.23839747246576015, 0.057999815783394054, 0.1432718837145291, 0.2129612314861371, 0.417150634989557, -0.8498483453082064, -0.22059600539560356, -0.3364676625914135, 0.3624738603843753, -0.24107122180903884, -0.5836000926857257, -0.24390640354333343, -0.4126186873389086, 0.055605892167010625, 0.16684968277850054, -0.5710458077269666, 0.20434704269289816, 0.5172198033949085, 0.2218958927582869, -0.3624827538466281, -0.2259980529446266, -0.36715929901239513, -0.5582824960077153, -0.3316121031565536, -0.2943560280977693, 0.10930146747468318, -0.48736586031135715, 0.2606561805349207, 0.05233108796856432, 0.08898399146108488, 0.2197454539681557, 0.27220865153575524, 0.027294140612965284, 0.627892343157437, -0.2951438093257948, 0.4071360005056422, 0.06587582340922708]"
"[-2.745065181935309, 1.4596587583048886, 0.8666850336271705, -0.9233427769661025, -1.230885163649042, -0.4547566864489695, 1.9401861315371307, 0.01135266243177513, 2.7623898623400707, -0.3733240168054228, 0.24487289201843918, 0.0820643713686064, -0.1149361346878439, 2.181379611973623, -1.1051759110290447, -0.03595645781799066, -0.609135899327589, 1.0133092516965132, -0.5177353754799449, -0.42304040624165146, 1.4786424896316461, -0.05859301332620306, 0.4116314235034945, -0.9003124219756377, 0.5776891067758346, 0.4392059955490069, 0.19608093975658963, 0.555846967148971, -0.5150499459850132, -0.23589905609873305, 0.020187320721607206, -0.15116113364291098, -0.42681289652149623, -1.4627609122563423, -0.8148969472890629, 0.5462621039743021, -0.1668025339737008, -0.3178226653397598, 0.13249897729687626, 0.5533316943890045, 0.541591625840682, -0.2801339742039764, -0.03377503039546814, 0.10566448825373034, -0.14387431023703795, 0.6650063030370142, 0.23723132287902463, -1.1420211427515086, -0.5955194036926003, 0.6732693099302617]","[-1.1212035840564016, -1.807306872036776, -0.06665691310535027, 1.3507920423136486, -1.0185150522076318, -1.18936783767593, 0.05152732215519815, 0.0849691979380507, -0.911726137764733, -0.401836132332051, -0.4967981778187126, 0.7796903846400642, 0.052101240877294945, -0.5473494192118113, 0.49037058212959517, 0.22284864280653272, -0.3748639582320432, -0.49897635548617475, -0.27543134681345355, -0.5365268145640812, -0.5433259493009366, -0.18170790164672188, 0.5972280316143859, 0.5031772217273683, -0.19239538800576542, -0.3314974192150978, 0.9435671007725496, -0.8891815560923557, 0.9598713308099054, -1.0951396518966732, 1.0451717224465573, -0.005789900468599528, 0.5267832351829321, -0.15353541015975963, 0.4807845334216475, 0.34460563306381264, 0.20458003425914784, -0.4383974151064159, -0.03699238100396364, -0.12196837884145746, -0.15547145239310628, 0.1812014418451652, -0.01772966868077175, 1.124146536670702, -0.02249773464442139, 0.03294538369960261, -0.20944819632938363, 0.2950489429508219, 0.016377253918566224, -0.20421894412759176]"
"[-0.6820977097086206, 2.0356447242658433, -2.1287576594039184, 0.04603654370497372, -1.83612227082473, -2.22253182673123, 1.9319712269565297, -0.05063850797484095, -0.47934546721533766, -2.7648548076140953, -1.3467219751876205, 0.55787361213064, 0.6654771369957708, 0.2621039597193001, -0.340455867066493, -0.18381904489389103, -0.37483622986884074, -1.1996772108761802, 1.307866781646758, -0.056603965774643036, -0.9780831682243428, 0.9984368900491636, 0.1042628292136234, 0.16996213998139406, -0.6407546173566675, -0.3757740065736374, 0.05983295864259685, -0.2417083483430103, 0.14606532625358654, 0.9193523847637896, 0.07274235744101963, -0.4407744261391982, 0.008820661253538123, -0.2490393674280209, 0.05332885216533779, -0.09906651290493114, -0.903410433396397, -0.2790718373396326, 0.0712288304905964, -0.08895964087108658, -0.9244358610568394, -0.4467119246909065, -0.3199105449046358, 0.2779373147533934, 0.1213522726308662, -0.5053536827901804, -0.0937522135559794, 0.7392405545196485, -0.3172204859336777, -0.4471335313529278]","[-5.204226152033477, 0.4129837285696702, 0.3219657909731583, 0.07817459129464129, -0.2958303626695415, -0.7905114954051852, -1.8792128058100404, 0.3687885612662023, 0.721137263710795, -0.5227740614309169, 0.4790897805139021, -0.6332044715497498, -0.5259003452226351, 0.7213376105334162, -1.9747331794729144, -0.9863760689338897, 0.35606053136374366, 0.48927398311138254, 0.45213177147461364, 1.3791143283890914, -0.41172796325423144, 0.5187113203428957, 0.6842088284945919, -0.05459600293648056, -0.5645901749059397, 0.10703534324589299, 0.08792054748550927, 0.47734861477556045, -0.17024824232056124, 0.1878853450797321, 0.5297030659707688, -0.6162386794576068, 0.015507451904533296, -0.5951416062089185, 0.3491915010191397, 0.3095732845077563, 0.44387626123539836, 0.06969750480605352, -0.6383545200374328, 0.15841144599228862, 0.6477795153304472, -0.44200928860672056, -0.018244797282615004, 0.08589085116289888, -0.33184898481376246, -0.37108089847178494, -0.34747081648884426, 0.34701785093327125, -0.4226889245601289, -0.28048688033522]"
"[0.5292207329429237, -2.671492471205897, 1.6385852581415994, -0.7102369164115659, 0.6035364756718472, 0.4579699987189687, 0.2515371091096619, 0.2748615682998387, -2.4873397868060443, -1.4353376429314615, 1.0366419964184765, 1.7644698078333754, 0.8357242738909452, -0.5839344490082053, -0.9890074271439212, -0.7355990977109766, 0.6486494633957857, -0.4087990481091942, 0.9468085935219881, 0.27584252549760074, 1.345387629617502, 0.4108875878906897, 0.38373127683359026, -1.0634443218136547, 0.3464825389760148, -0.16198903546062388, -1.1854155753969582, 0.29262366541019275, -0.7109364183089788, 0.07146927728501148, 0.44207324101562306, -0.529537717148742, -1.2207409073491367, 0.32754513182516465, -2.169596963340797, -0.34572613795980156, 0.5352741760511432, 1.4005926483061877, 0.1741924663413026, -1.1145872457996167, -0.9942259296695908, 1.8283444638992095, 0.6708379656147578, 0.23858916985282955, -0.7148037190045441, 0.2875216383652172, -0.6204167118189772, -1.4604140998157513, -0.11351221632963734, 0.05908775644297035]","[0.9369706227191417, 0.9758519483183457, -1.5551262131466075, 0.5681009558666942, -0.04885604767164157, 0.6099698596243723, 1.1337117181286749, 0.8480034040528661, 0.7487293437713147, -0.13073055447888718, -0.4633602411954342, 0.35703970680040287, 1.1128941972042254, 1.0280021388811191, -1.0235047145023144, -0.5391781175310829, 0.18924141285427826, -0.7232954927687586, 0.46087922259244274, -0.6211472553462352, -0.020005710220858803, 0.1945741756231727, 1.0807488838300334, -0.2227424670411669, 0.3314005081736285, -0.8948565729580314, -0.5312013956794207, 0.7513800292269633, -0.030775478911961748, 0.020737809892319593, 0.1928720677664935, 0.28624446686594507, -0.5630348959985004, 0.28993440536169557, 0.3409823033825243, 0.350327284517863, 0.05143724639780223, -0.021782650189529486, 0.5815915569929071, -0.5774214065098097, 0.8137635145260034, 0.7185597347880814, -0.19900244299519923, -0.03449378990440186, -0.09651761788507712, 0.058038594127347076, -0.44381714279659257, -0.0555241768897409, -0.38384010660812456, -0.010470061045138826]"
"[1.8426038399171167, 3.5622551279491677, 0.18382565733949294, 1.2437633108037762, -0.6239179854074908, -0.15827771679229827, -0.9205711027944892, 0.15955648923190432, -1.70863553927547, 0.09188258442075634, -1.5403590814121284, -1.252795197199889, -0.3705554541391796, 0.2926260337102079, -0.1739622991458062, 0.19212525203439593, -0.11605283293749508, 1.0227370256699797, -0.16941212372381928, -1.3297740330685905, -0.09018698186693225, -1.3909851222695233, -0.8061636259741786, -0.015318166552582446, 0.0755007394816858, 1.0278237106492774, -0.8169828950373318, 0.3872300952551322, -0.15648153933358275, -0.7752317898731592, 0.5562184477098535, 0.4173172534189013, 0.2572672059956797, -0.13699801927780722, -0.39212349900003834, 0.08046486907454495, -0.17763612280531288, 0.19142504607359453, 0.06361905825049252, 0.3154637980810828, 0.3913568079436284, -0.5285101516809999, -0.07075732380732243, 0.22434496482126956, -0.06296771238933509, -0.016830323024818867, 0.1830225775229092, -0.593707229818441, -0.07406021067043646, 0.31466084952543727]","[2.885584292557288, 2.357085559551582, -1.1460012205170365, -1.1742134691041053, 0.39554738599437833, -0.6006306648555315, -0.11033548596248216, 0.18275516357972035, -0.43338908988802094, 0.21666768276384726, -0.0342422258374668, -0.6574598174523243, -0.058665330033903736, 0.7938605056111098, 0.27394814589338184, 0.011335320902593975, -0.9553777341862586, -0.28542576948400905, 0.29250451091557006, 0.04117624266191486, -0.0615165089408722, 0.7283557770159677, -0.530454001717241, -0.22959206731714304, 0.6782877687457846, -0.5466373958729451, 0.08733211459368188, 0.597463572613408, 0.13247435051610199, -0.22688774808838066, 0.3773128459720474, -0.19713458026775552, 0.14132596232144853, 0.1258534074322443, 0.43178390002181305, -0.09884234368176452, -0.4372691550423769, 0.32048114475832196, -0.055006641154607946, 0.09017825206460886, -0.17424504287193984, 0.4626479787804197, -0.001282229874977476, 0.08865297873904629, -0.0983210530695662, 0.11228574784501225, -0.21081444343858907, -0.29817781657281317, 0.0480506072184197, -0.4061923241566283]"
"[1.838520507329644, 2.2079650443907273, 0.1942152513220869, 1.9584950038937643, -2.2600495196361687, -1.8754219469926197, 1.0547791554791441, -1.5287517504580574, -1.0400036278914804, -1.5044745859155169, -0.2764426105558093, -0.9658399403769211, -0.041149580202570465, -0.5996973712143269, -1.3267575642581695, -0.5551237126331694, -0.029511216357967652, -0.5555510815091727, 0.3495560465368318, -0.42651167736081225, 1.914694405331128, 0.27502489032196115, -0.07567160135162883, 0.1792919430392875, -0.7883530338198367, -0.9870612381462328, 1.6146978985796632, 0.7281790313191137, 0.7344290328565748, 0.591764795380151, -0.49284030000296347, -0.30932928617875105, 0.3204898948794675, -0.9104876562352423, 0.19797057507324647, 0.47738622165573463, 0.4411618248026576, 0.034358874000637446, -0.2018850849534454, 0.6975500439019852, -0.1555388645797071, 0.18348414394709786, 0.06251980461377676, 0.5280212068838679, 0.43274432134703733, 0.14776481084185178, -0.10481614509090376, -0.4013158798903544, -0.0010301990427657364, -0.26867296748756997]","[-1.6241518780588398, -0.5449784089085643, 1.7146154803819302, 0.7538691717574846, 0.9814671145806225, -0.17763876259340783, 0.8624477899473525, -0.18624391448644217, 0.39281517255388987, 0.2793976494032633, 0.3216226762603505, -0.9980456356277179, 0.9293893632254709, -0.632985500980942, -1.2327382197213543, 1.1159040781703276, 0.22709581122408587, 0.5895397785101707, 0.308820414072605, -0.4137411680872399, -0.9608256240302415, 1.07956379315768, -0.5782980685316539, 0.4680960563018508, -0.5886507528009484, 0.4361539246587951, -0.9261935687798556, 0.00397181206740363, 0.5420224143548428, 0.28751071453170157, 0.7216504843798214, 0.17674074722011185, -0.14284777319135333, 0.18341328058846004, -0.21037223021395463, 0.20692591114859832, 0.15367749406691505, -0.018152655104046112, 0.44987649790272133, 0.18643174962295467, 0.1802957845776452, -0.006578196248998956, -0.09869116286643219, 0.130432852131047, 0.4979531839036871, 0.24898459269344578, -0.19713434502896507, 0.11352907261196424, 0.09075921175306748, 0.4238047990897542]"
"[1.5610004481905648, 1.799574011347599, -0.8485558894018007, 0.5217088373634917, -1.227918113276849, -1.8892199572067752, 0.2568249213734929, 0.4616120812406194, -1.4975653764069365, 0.7396033207286203, -2.0848460325045783, -0.1295518618677848, 0.629789281905454, 0.10506653109194501, 1.1096190682834874, 0.3780347088274207, -2.1379492140052503, -2.267352007350554, 0.15923806399985915, -0.10454879784222536, -1.0208243934476025, -0.03565145019237292, 0.5983051790885227, -0.740414348628643, 0.626912501682921, -0.16661249512028237, 0.6715090121112942, 0.9488476379527048, 0.2877420602443751, -0.5495250138269773, -0.41963101690110566, -0.012008569787446115, 0.3520921973467432, -0.09929923457980759, -0.16549154200362268, 1.0787412468825894, -0.7128689808241432, 0.2875466716161975, -0.1430429638748896, -0.2725947485937431, -0.8517094269483301, 0.11153715002580064, 0.21755476815052152, 0.049749648457952295, -0.4687006384859499, -0.7543732198220173, -0.02034108948863332, -0.07888555533661987, -0.19248439724569674, 0.11547329893202232]","[0.8852594540805174, -2.336497570483059, 0.47872428284448815, -0.3814832268512504, 0.544645654159579, 0.7369467521375904, 0.04748756029009682, 0.43780338240537287, 0.4277397188782267, 1.293722745844916, 0.5962957080540783, -0.2280261798296359, 0.14187734119609177, -0.5668985095136017, -0.08903651195612367, -0.3776060979492325, -0.0427028536654876, 0.6192166145172565, 0.24134228429365887, 1.0031036441828256, -0.34304800012326775, -0.1764746658604697, 0.26580594100039934, -0.4484003878190131, 0.18473787981703702, -0.8655883355043211, -0.18311560554519446, -0.09239315221440653, 0.9949187733448203, 0.16523929045158595, 0.10999540054157786, -0.3639637746910155, 0.43040707194485306, 0.4918184009049284, -0.22282413996689485, 0.745902079009307, -0.16408381786409293, 0.38957896659379204, -0.1862817544640555, -0.3123499410968763, -0.2888170853187542, -0.08534020765024065, -0.42257345928849016, 0.259474302258224, -1.087717400763185, -0.10573162374431623, 0.27666144213485083, -0.2660723927293746, 0.7167461020730774, -0.6647380518901763]"
"[0.9898702292473025, -0.44507749481886555, 0.9647251355918909, 1.593495892760466, -2.6180083621556234, 1.8369471234970054, -1.3142274280604698, 0.6373655129954676, 1.754575986648923, 0.5478741033090269, 1.299856809145626, -0.03143597173845792, -0.4912997201178507, 0.5327250362561268, -0.6785833452204102, -0.5570759555849696, -0.8897622949211702, -0.23077315660440903, 0.4556553013571823, 0.5749779426047786, 1.4646162646120253, -1.044029786236279, 0.7973644515200035, 0.923787699035898, 0.04370715678246993, 0.09289285962722342, -0.023053161519013758, -0.42716885787454406, -0.31512964155638074, 0.18114161473753246, -0.6992197348145537, -0.5252957736096738, 0.2776228105479436, -0.5041068966428535, 0.675740983658341, -0.9369328555727833, 1.1365693705981923, -1.0770814493724343, 0.6974432531716565, -0.11131710177954635, -0.5658766973277364, -0.38583673632020876, -1.5029683465327552, -0.12030749527875846, 0.2626810474085324, 0.27700299449006616, 0.7168767639389434, -0.5129223565098491, 0.30788202662256253, 0.25475364396933703]","[-1.1356447205245297, 1.4412775878409, 0.8685827699135745, 0.8530724426035994, 0.06449285870637886, 1.053832362954003, -1.9388217090243998, -1.2646420778721994, -0.12650323813603245, 1.3234004830991282, -0.6326464242044768, 0.796899248429059, -0.1277999983554809, -0.6892815162680217, -0.496747571396493, 0.5354335644232399, -0.564822097167469, 0.4270752936695284, -0.09925308539117686, -0.3745228754103287, -0.33293406210247095, 0.16119755583115086, 0.10201160708029167, -0.2656860231944443, 0.46659221828694125, 0.06375781034249696, 0.26771380819361446, 0.13067512602928105, 0.13749893892708545, -0.19025098401642349, -0.3186734764214089, -0.6731681295987388, -0.19403936586486006, -0.1824607796334087, 0.10507751100236837, 0.41757750674909244, 0.2527383905626446, -0.12173697517902614, 0.6455737770946683, -0.24435658061835341, 0.5671939839370416, -0.05692029252437794, -0.12711264576622208, -0.7771863919572418, -0.18690773646356632, -0.22483765951193943, -0.1988315690141705, -0.18037814956204834, 0.26692521848286127, 0.5973458102865223]"
"[-3.4621798915287725, 0.31121455945855026, -2.7700227008545637, -1.1405994412390061, 0.2662053758515484, -0.06852838488390567, 2.6116710835452106, 1.3888731216744503, -0.2120707955689555, 1.073776576879091, 1.300352537707231, 0.5404277205579199, 0.01770633077034871, -1.214990805595834, 0.783355564458962, -1.730458474964647, 1.3446344885962522, -0.6795353107342936, 1.6478148227860658, -2.7040753686003396, 0.5332435194401508, -0.1535760599947152, 0.7186797615277418, -0.41061230800555687, -1.8860307544680917, -0.6141442672195652, -1.150652055215915, 0.622658338164625, -0.43830929741307795, 0.1328709992378844, -0.16120997637578288, 0.6891577621677475, 0.4062896278439034, 0.41493801728430135, -0.19807547535992914, 0.8088681275114836, -0.5320919757649633, -0.10197653995205715, -0.9356488092226031, -0.04241602552662757, 0.1377444042579176, 0.7312588775955653, 0.6710598417810293, 0.7947455762850246, 0.8185126838837786, -0.42799347320490716, 0.6632515510741809, 0.5375251247985214, 0.05060896756707039, 0.5137624806976634]","[-2.4767659461853784, -0.40332779895532694, -0.3057445934450396, 1.3720260459914744, -0.12942960869093104, -0.008263131913754697, 0.5502567147572834, 0.49406732598388503, 0.9693260358761973, -1.1885582975720153, -0.1726814438080132, -0.03224774547398292, -0.7233095949511478, -0.656390862574506, 0.24780656878256457, 0.3292654710870548, -0.14271936779698205, -0.11554906518744346, 0.13841558436635892, -0.470194393188784, -0.012582312738898956, 1.3275308349870458, -0.22177039141483668, -0.6469560250234393, 0.6122200094346234, -0.7274021545597779, 1.194644467720271, 0.8526168687595349, 0.7469703790565019, 0.16433715835098145, 0.264327239412855, 0.5879705665658588, 0.42787534947035594, -0.6386698086006669, 0.18181890840064036, -0.40261288503446174, 0.10414749886059302, 0.13820263123737633, -0.05878541165032032, -0.26026777429951775, 0.15524464962227838, -0.16825293517561607, -0.7610447738709754, 0.021136652152725414, 0.5507380742294729, -0.5448041617180763, -0.051302670417300744, -0.46396619430289426, -0.8086698945747943, 1.2642869213008887]"
"[2.690530576370472, 1.043481942374274, 0.32393812365551045, 0.9354949316839252, -1.092022829143296, 0.4257674558992798, -0.15230835801900428, -0.9997912802888466, 1.3541143906719924, 0.3507862371010556, -0.1402547229659307, -0.21366752949998663, 0.4073982290343664, 1.5565964329873843, -0.9300215903500104, 0.5447766094864117, -0.4717138153281132, 0.0700589571923686, 0.48669380171628474, -0.15925493455257198, 1.505666357235065, -0.22730759655618024, 2.0748200095454616, 0.8096802042088044, -0.3830435223929456, 0.41801844790687936, -0.6070919680883378, -0.08096915947159083, -1.1065205274431422, 0.5046763905889687, 0.101625750059123, -0.00593132360003144, -0.024127660327059715, 0.401041440878533, 0.3062769227025172, -0.12954616797861052, -0.40313666164883566, 0.11081711321823749, -0.5051773856945311, -0.38228827656049347, -0.6944144930353338, -0.1741093513123142, -0.01916126787744059, 0.13265215307729683, -0.10070039045426876, 0.009678114150069427, -0.11995175308107645, 0.49283673289597285, 0.6065045195765805, 0.369033396122196]","[1.3414456576953218, 1.0495885687251036, 1.3039853443453688, -0.8372666545938002, -0.46227780778936556, 0.44351226530969906, 1.2963963733025465, 0.7297028979738424, 0.6517608623549099, -0.10445957042601539, -0.5474832152055135, 0.5726795498029195, -0.37931463919042385, -0.2006683500293798, 0.491097952769736, -0.13531928007335817, -0.03472630161149458, -0.33863412494810446, -0.31822107633381524, -0.35636312435188994, 0.38093437888974596, -0.0010608059932654488, -0.028052606136646382, 1.1512831093177507, -0.25793080570974725, 0.28708627692159266, 0.3772325316383134, 0.39857844554278116, -0.07871976778565108, 0.5541739404433847, 0.46071637407735827, -0.23927886128999906, -0.3434628693266274, -0.16375109339320287, 0.5550648253905116, 0.23303939960565287, -0.5007861734426451, 0.7586662798753274, -0.2845691760043379, -0.01350833188204024, -0.47971570734933644, -0.058131945715013976, 0.7870746189833286, -0.2615664048151068, 0.02429459181376584, -0.26838632193945305, 0.4542629042895342, 0.7155972148557475, -0.18131155544891425, -0.14176753013128032]"
"[0.053380074755597896, -0.556517697530744, 0.5653013613626426, -3.3447543480627484, -0.7123697812987126, 0.1816689677701982, 0.010350060501476084, -1.4572411250679949, 0.8402751070101393, 0.11046422413744507, -1.8247711008114944, -0.035967003680853656, -0.8400264439326267, -1.0777772997421295, 0.3231991447701248, 0.2992182598619496, 0.1920014637368593, 0.107717260356681, -0.3749867999834887, 0.5168506605610679, 0.7926774704132169, -0.031706111186699214, 0.09497329717032846, 1.3656397838352454, -0.189329844577657, 0.5698568348616432, -0.5237369379897928, 0.31636597180663373, 0.6215112558438738, 0.3604060180788256, 0.5800459709076654, 0.4490042673893115, -0.2774415819893174, 0.7297710616686239, 0.14249179401060677, 0.24543411667758802, 0.33097042483023636, -0.3853835446498132, 0.04473045598856416, -0.1176587000013699, 0.6930833975303056, -0.35460282800482207, 0.2923362565030997, 0.13214576465448138, -0.39011738048558836, -0.21323738156972713, 0.5733403971374736, -0.4171781391477925, 0.868103652566082, 0.30738490282813047]","[1.650317333796275, -1.1162945266389313, -0.24851645250470875, 0.3706451679163187, 0.43864859302902015, 0.1747729768344347, -0.7574484022139528, -0.8774353346164522, -0.2162684309821431, -0.9614690481689488, -0.6480682197794201, 0.20730049998626257, -0.4305479356458959, -0.6239217422570935, -0.8000432664344883, -0.5289196202610477, 0.4957329262491271, 0.37247799180391955, -0.8816798860881013, -0.22960191262386156, 1.3485755007804623, 0.07722915172865978, -1.1202589694117615, 0.5156951510751723, -0.14759208613986136, -0.13303564924093642, -0.6951283878471638, -0.0594235732209756, 0.6146513806262984, 0.6475140527394614, 0.2813538149794847, 0.02181615133790824, -0.45583693300849804, 0.23949021305958818, -0.15333485561039814, -0.25990952964430486, 0.023131810218185767, 0.4887179883137188, 0.13339741197649976, -0.4061034934004778, -0.4069250425316387, -0.01591395760742136, -0.23979686662841387, 0.12309511379299125, 0.10046803589510869, 0.6699298396279963, -0.8827428585381996, 0.30805456814929694, 0.08350590453184391, -0.27609592444932785]"
"[3.3689539163043762, -0.8799579770781829, -1.3306509356743976, -0.5617599343026732, 2.035434019698271, -1.9352034528545412, 0.9106771749763877, 0.3219348222179597, 0.25941279080857443, -0.23992486191823026, 0.48475070834174366, 1.3815806037130547, 0.4020784267641645, 1.2499306910187469, 1.0540641398998518, 0.7271494993450365, 1.11744697219828, -0.6102637719825067, -0.09060189855374874, 0.8251280480485108, 0.34451883568835245, 0.2728491451955983, -0.9970504232766234, -0.9312824533393734, -0.4299775483083743, 0.13626455033757834, -0.9237764902394855, -0.6496257312328377, 0.6587763076138826, 0.3356369896336897, -0.4224183238386549, -0.5912856829295595, 0.2651919917727518, 0.20500339427548445, -0.004452732041583034, 0.46485753391285595, -0.145553217668283, 0.43129959994518163, 0.06695704786093795, -0.021411791693070604, 1.4166266728160666, 0.1215273162111101, -0.8149704199865265, -0.17117633807188462, 0.22644132235101225, 0.20713404423911613, 0.3934758223476484, -0.40802722764455207, 0.44965182260624564, 0.74801664498019]","[2.389747165057125, -1.1980631493303844, -0.32672705485760145, 0.43844422965746765, 0.16854760242220915, 0.14393015629786454, 0.2350789765839572, 0.23679947257753559, -0.21646103830948743, 0.128438501860626, 0.9190134593060876, 0.08932115552777228, 0.931459948867221, 1.5572514062943903, -0.2590767243790995, -0.9237723976573932, 0.459309549666669, 0.40029693455541776, 0.9832900112811376, -0.8204045655172113, 0.0009339458919041811, -0.16849941540299976, 0.3156780115654335, 0.12405644541040228, 1.1263909268115897, -0.5279810621099315, 0.12708434519124093, -0.764359076775557, 0.46111239205906784, -0.3147613632313378, -0.09489530116410193, -0.05114213319885613, 0.8075837322243565, -0.03866954338632473, 0.7706763807260436, 0.34591710008476745, -0.0754856205892361, -0.2911301449313784, 0.22404343304855312, 0.1910001216178221, -0.17249656292678214, 0.17652432500139345, -0.08308566870344196, 0.5241601266706478, -0.22316036926425928, 0.21236759440736191, -0.20029870546680195, -0.5061297121126148, -0.5383448319637518, -0.18975350680190228]"
"[2.42611464037612, 3.4033144337592733, -1.3737555325336268, 0.13288935461908474, 1.2893348928975148, 0.3958057659108869, -1.6511469128794143, 0.439531181290476, -1.551534624264004, 0.6661762530798337, -1.0920521362258258, -1.0701071862217262, 0.6860879154939108, 0.158519727653459, 0.7775829866735325, -0.4396024610132484, -0.5296231449021593, 0.7660155247103603, 0.054689463191070264, 0.24726369783896782, -0.3624971936270712, -0.05384787405461397, 0.08112873277378033, -0.037721916530563684, 0.7133275998893033, 0.5340068926685869, -0.2568925854755522, 0.35416459891213226, -0.5591422817518688, -0.0494483813387301, 0.662176511029873, 0.7584402741729999, 0.6011765108706653, 0.09661600737136164, -1.1792645527646592, -0.3958851753472501, 0.004434421950077999, -0.033929715778363116, -0.14186576866958858, 0.01650129632501935, -0.031167714827775674, -0.13230648982587037, -0.5578494308124218, -0.021989658960505663, 0.13943053619254944, -0.9225092959170069, -0.08544533142034112, -0.1689808587291372, 0.6985992200777043, 0.15291621764129312]","[2.034664350108984, 1.4990611715531754, -0.19418539585928254, -1.1767903889172235, 0.26707121791510685, -0.5341468941786766, -0.11325622425110407, -1.163404030270399, 0.13813847480703542, 0.06568723987103262, 0.46000696786177103, -0.7122771911939176, -0.35376328548908276, 0.8383870943617042, 0.6266306875126781, 0.23521148846776427, -0.67805760783656, 0.5393127453831003, 0.1267426818282329, -0.1359105678759597, 0.4369516895882307, 0.17133347424662035, -0.049240354339660446, -0.7667969626793951, -0.007900191128648185, 0.024838720245207075, 0.35770460506161716, -0.05492845713767946, -0.18945954080524066, -0.8273326148568609, 0.0342643202644005, 0.11194635260651697, 0.3378078271316137, -0.21073524262276014, -0.33777252326821067, 0.28454152577676556, -0.2925764525947278, 0.48456633597966675, -0.033593714391856336, -0.31327371000512755, 0.5042462577726053, -0.017571741808879566, 0.14415357601361017, 0.1446262283153327, 0.11941532115782454, 0.07874791105760567, -0.257676634595214, 0.6595717855242862, -0.09000643180303146, 0.28272609244351526]"
"[-0.14194700183059925, 2.041548808414953, 2.4374516612544195, 2.5657000076916354, 1.0253229259009693, 0.32779142005051565, -0.4036386771543355, 0.30894793201295845, 1.1057074648233554, -0.35366995100911913, -0.42231174188659876, -0.11713919379407324, -3.0069856012924903, -0.2933072688523418, 0.276633349063422, 0.5495417015019717, 0.09394964916555178, -0.5743566057030062, 0.3346840983698891, -0.6854588451099326, -0.09788190415101292, -0.9329477124231774, -0.7345408146678905, 0.17129904147213992, -0.6688773157037157, 1.1583208730080712, -0.8124920033084307, -0.46161221835411465, 0.3105736439062734, -0.18017932950834004, -0.4269162701988145, -0.28646528662718923, -0.5958480801549302, -0.9441014105260895, 0.6942326693457476, 0.42150752459088714, -0.5966610272955859, 0.14729532252528102, 0.030935176181050593, 0.017767588827850216, -0.5187709069469483, 0.565203190134571, -0.3207541826981729, -0.24140719531556062, 0.11238011288099135, 0.22417188591205897, 0.2552109601264501, -0.2974139749048354, -0.15854414345031032, 0.13742929764339407]","[-3.738157554342152, 0.09827416644725614, 0.5591042033822072, -0.3961533613118153, 0.44354456104772977, 0.23470630719303479, -0.09418786764783654, 0.15459943799719608, -0.7936194762425185, 0.44842572258889263, 0.665871926449673, -1.1014057856237123, 0.4875633978364754, 1.215467581223234, -0.7662654329760445, 0.5049075439948149, -0.0995956259919273, -0.8060250013737182, -0.304471779784241, -0.667577047198086, 0.22166908906296265, 0.21286311341002256, -0.20066798600938446, -0.07603701324600604, 0.6473740047925395, 0.0672235848174829, 1.0214627984973115, -0.7760067068188075, -0.4326297561105334, 1.014826024260657, -0.3169945790223747, 0.5069678134534692, -0.5166861642262374, -0.8764345070418912, -0.8407579983103793, -0.581554244608826, 0.20373136104795359, -0.08262772829726035, 0.6967982074432654, 0.014511770077949345, -0.6757164753296891, -0.4089633376069841, 0.7672593096111444, -0.2871732569118555, 0.18412508855437815, -0.3340730352813211, 0.3392322460391057, -0.3579884843037977, 0.2977022868632149, -1.1373666299012999]"
